name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Olympique de Marseille Boutique,club-retail,"Marseille (Vélodrome flagship + Centre Bourse + Plan-de-Campagne)",~5,https://boutique.om.fr/,boutique@om.fr,Club Commercial / OM Retail,Marseille has the most fanatical football retail audience in France; OM flagship at Vélodrome runs WC weekend events; high cross-sell with national-team kit during WC2026,"Operated by Olympique de Marseille SASP (Frank McCourt ownership); CEO Pablo Longoria; commercial via OM Commercial; press service.presse@om.fr",+33 4 91 76 56 09
OL Store (Olympique Lyonnais),club-retail,Lyon (Groupama Stadium + Part-Dieu + Confluence + airport),~5,https://store.olympiquelyonnais.com/,store@ol.fr,Club Commercial / OL Retail,Olympique Lyonnais retail operates from Groupama Stadium + 4 city locations; multi-trophy women's team draws Les Bleues crossover; new ownership (Eagle Football) actively reinvesting in fan engagement,"Operated by OL Groupe (Eagle Football Holdings / John Textor); CEO Michele Kang oversees women's; retail via OL Commercial; press communication@ol.fr",+33 4 81 07 55 00
AS Monaco Store,club-retail,Monaco (Stade Louis II) + Nice region,2,https://store.asmonaco.com/,store@asmonaco.com,Club Commercial / ASM Retail,AS Monaco principality flagship + Nice catchment; carries Mbappé legacy plus current Ligue 1 stock; principality customer demographic skews to higher disposable income,"Operated by AS Monaco FC SA (Rybolovlev majority); commercial dir Thiago Scuro (sport) / Frédéric Genta oversight; press communication@asmonaco.com",+377 92 05 40 00
Boutique LOSC,club-retail,Lille (Stade Pierre-Mauroy + Euralille),2,https://www.boutique-losc.com/,boutique@losc.fr,Club Commercial / LOSC Retail,Lille LOSC retail at Stade Pierre-Mauroy + Euralille mall; strong Northern France catchment; recent 2021 Ligue 1 winners with strong residual fan growth,"Operated by LOSC Lille SASP (Merlyn Partners / Olivier Létang); commercial via club; press service.presse@losc.fr",+33 3 20 12 17 50
Boutique RC Lens,club-retail,Lens (Stade Bollaert-Delelis + Lens city centre),2,https://www.boutique-rclens.fr/,boutique@rclens.fr,Club Commercial / RCL Retail,RC Lens Bollaert flagship; one of the most loyal supporter bases in France; recent Champions League appearance grew merchandise sales 40%+; Northern France catchment aligned with WC2026 fan-zone activations,"Operated by Racing Club de Lens SASP (Joseph Oughourlian); CEO Arnaud Pouille; press service.communication@rclens.fr",+33 3 21 13 38 50
Boutique Stade Rennais,club-retail,Rennes (Roazhon Park + Rennes centre),2,https://store.staderennais.com/,boutique@staderennais.com,Club Commercial / SRFC Retail,Stade Rennais FC retail at Roazhon Park + city centre; François Pinault (Artémis) ownership invests heavily in fan experience; Breton catchment with strong identity,"Operated by Stade Rennais FC SASP (Artémis / Pinault family); CEO Olivier Cloarec; press communication@staderennais.com",+33 8 11 88 35 35
Boutique FC Nantes,club-retail,Nantes (Stade de la Beaujoire + city centre),2,https://store.fcnantes.com/,boutique@fcnantes.com,Club Commercial / FCN Retail,FC Nantes retail at Beaujoire + Nantes centre; Pays de la Loire catchment; passionate Canaris fanbase; 8-time Ligue 1 champions historical depth,"Operated by FC Nantes SASP (Waldemar Kita ownership); press service.communication@fcnantes.com",+33 2 40 50 51 03
Boutique Stade Brestois,club-retail,Brest (Stade Francis-Le Blé + boutique de la Marina),2,https://boutique.sb29.bzh/,boutique@sb29.bzh,Club Commercial / SB29 Retail,Stade Brestois retail in Brittany; Champions League qualification 2024-25 grew fanbase nationally; smaller club so more partnership-receptive,"Operated by Stade Brestois 29 SASP; president Denis Le Saint; commercial via club; (unverified) boutique@ pattern from site footer",+33 2 98 02 79 65
Boutique RC Strasbourg,club-retail,Strasbourg (Stade de la Meinau + Place Kléber),2,https://boutique.rcsa.fr/,boutique@rcstrasbourg.eu,Club Commercial / RCSA Retail,RC Strasbourg Alsace retail at Meinau + central Strasbourg; BlueCo (Chelsea / Todd Boehly) ownership investing in modernisation; alignment with broader BlueCo retail playbook,"Operated by Racing Club de Strasbourg Alsace SASP (BlueCo); CEO Marc Keller; press service.communication@rcstrasbourg.eu",+33 3 88 44 49 50
Boutique OGC Nice,club-retail,Nice (Allianz Riviera + Nice Étoile),2,https://store.ogcnice.com/,boutique@ogcnice.com,Club Commercial / OGCN Retail,OGC Nice retail at Allianz Riviera + Nice Étoile; INEOS ownership (Ratcliffe) invests heavily in commercial; Côte d'Azur tourist + local catchment,"Operated by OGC Nice SASP (INEOS Group); CEO Fabrice Bocquet; press service.communication@ogcnice.com",+33 4 92 29 20 20
Boutique Toulouse FC,club-retail,Toulouse (Stadium TFC + city centre),2,https://store.toulousefc.com/,boutique@toulousefc.com,Club Commercial / TFC Retail,"Toulouse FC retail at Stadium + city centre; RedBird Capital ownership; 2023 Coupe de France winners; Occitanie catchment, growing brand","Operated by Toulouse Football Club SASP (RedBird Capital); president Damien Comolli; press service.communication@toulousefc.com",+33 5 82 95 70 00
Boutique Montpellier HSC,club-retail,Montpellier (Stade de la Mosson + city centre),2,https://boutique.mhscfoot.com/,boutique@mhscfoot.com,Club Commercial / MHSC Retail,"Montpellier HSC retail at La Mosson + Montpellier centre; Languedoc catchment; 2012 Ligue 1 champions historical depth; family-owned (Nicollin) so faster decision-making","Operated by Montpellier Hérault Sport Club SASP (Nicollin family); president Laurent Nicollin; press service.communication@mhscfoot.com",+33 4 67 15 46 00
Foot.com,e-tailer,national (online only),0,https://www.foot.com/,contact@foot.com,Service Client / Owner-operator,"French football e-tailer; broad catalogue (boots, balls, supporter merch); domain authority on football search queries; potential awareness multiplier",Independent operator; (unverified) contact@ pattern based on site,
Sport Aventure,independent / chain,"Bordeaux, Toulouse, Bayonne, La Rochelle regions",10+,https://www.sportaventure.fr/,contact@sportaventure.fr,"Service Client / Sport Aventure Direction",South-Western France multisport chain with strong football category; Bordeaux + Bayonne catchments overlap with rugby + football crossover audience,"HQ South-Western France; check exact reach via Pappers; (unverified) contact@ pattern",
Espace Foot,e-tailer,national (online + Lyon showroom),1,https://www.espacefoot.fr/,contact@espacefoot.fr,Service Client / Owner-operator,Lyon-based football specialist e-tailer with physical fitting showroom; football boots focus; small team owner-operator scale; Rhône-Alpes catchment,"Showroom Lyon region; (unverified) contact@ pattern from site footer",
Made in Sport,chain,national mall presence,~40,https://www.madeinsport.com/,serviceclient@madeinsport.com,"Service Client / Made in Sport Marketing",Football-focused chain owned by Sport 2000 group; ~40 stores in French shopping centres; pure-play football-and-basketball positioning aligns perfectly with WC2026 angle,"Owned by Sport 2000 France; HQ Dardilly; deep football category curation; press via parent Sport 2000",
