name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Shoe Palace,chain,"Western US (CA, AZ, NV, NM, TX, FL, NJ, NY, HI)",~180,https://www.shoepalace.com/,info@shoepalace.com,Customer Service / Marketing (Mexican-American founders),"California-founded sneaker chain with overwhelming Hispanic customer base; one of the strongest Latino market overlaps in US sporting retail for Mexico jersey + Argentina + national-team WC2026 surge","HQ: 6068 Hellyer Avenue, San Jose CA 95138. Parent: JD Sports Fashion plc (LSE: JD.) acquired Shoe Palace 2020. Founded by the Mersho brothers. Customer Service 1-866-583-7095.",+1-866-583-7095
Modell's Sporting Goods,e-tailer,online (formerly Northeast US stores; relaunched online 2023),0 (online only),https://www.modells.com/,customerservice@modells.com,Customer Service / Retail Ecommerce Ventures Marketing,"Iconic NYC sporting goods brand (the 'Mo' brand) relaunched online by Retail Ecommerce Ventures; deep Northeast brand equity; NY/NJ remain massive WC2026 viewership markets with Argentine + Mexican + Italian diaspora; MetLife Stadium hosts the WC2026 Final","Parent: Retail Ecommerce Ventures LLC. HQ: New York, NY. Stores closed in 2020 bankruptcy; brand revived online 2023. Customer Service via website contact form (info above is unverified pattern). Modell family founder Mitchell Modell now consults externally.",
Soccer.com (Eurosport),online,"national online + warehouse Hillsborough NC",1 (HQ + DC),https://www.soccer.com/,customerservice@soccer.com,Customer Service / Brand Marketing,"Largest US online soccer retailer (operates Soccer.com and SoccerPro brands); deep relationships with USYSA youth-club channel via team-uniform business; WC2026 host-nation moment is the largest commercial opportunity in their 40-year history","HQ: 431 US Hwy 70A East Hillsborough NC 27278. Parent: Eurosport (privately held). Customer Service 1-800-950-1994. Founded 1984 by Mike Moylan. Owns the youth-club outfit channel that distributes branded kit nationwide.",+1-800-950-1994
SoccerPro,online,"national online + St. Charles MO retail",2 (HQ + small store),https://www.soccerpro.com/,info@soccerpro.com,Customer Service / Brand Marketing,"Major US online soccer specialist; Nike/adidas/Puma/Mizuno boots + national-team jerseys; strong club / team outfit business; WC2026 will drive their largest summer sales window","HQ: 1736 Wall Street St. Charles MO 63303 (St. Louis metro). Customer Service 1-636-477-7607. Owned by Mike Gorrell. Often paired with WeGotSoccer in price-comparison.",+1-636-477-7607
WeGotSoccer,online,"national online + Buffalo NY warehouse",1 (HQ + DC),https://www.wegotsoccer.com/,customerservice@wegotsoccer.com,Customer Service / Marketing,"Northeast US online soccer specialist; broad Nike/adidas/Puma/Lotto/Diadora boots and jerseys; strong club / team outfit programme; serves Italian-American diaspora corridor (Buffalo / Rochester / Boston) that lights up around Italian and Argentine national teams","HQ: 21 Northpointe Pkwy Amherst NY 14228 (Buffalo metro). Customer Service 1-877-742-8636. Private. Founded 2000.",+1-877-742-8636
World Soccer Shop,online,national online,1 (warehouse),https://www.worldsoccershop.com/,customerservice@worldsoccershop.com,Customer Service / Marketing,"US-based online specialist focusing on European + national-team replica jerseys (the kit-collector segment); 32 WC2026 national teams = exactly their inventory specialism","Parent: Fanatics Inc (acquired ~2016). HQ: Jacksonville FL (Fanatics HQ at 8100 Nations Way). Customer Service 1-855-742-9776. Sister brand to Fanatics' other jersey verticals.",+1-855-742-9776
SoccerLoco,online,"online + 4 retail stores (San Diego County CA)",4,https://www.soccerloco.com/,sales@soccerloco.com,Customer Service / Marketing,"San Diego-headquartered soccer specialist with 4 SoCal stores; tagline 'For the Love of the Game' (loco = crazy in Spanish, deliberate Latino positioning); huge overlap with Mexican-American + Tijuana cross-border customer base","HQ: 7770 Regents Rd #113-238 San Diego CA 92122. Customer Service 1-877-577-6262. Stores in Carlsbad, Eastlake, Mira Mesa, Mission Valley. Latino-market specialist.",+1-877-577-6262
Niky's Sports,independent,"Greater Los Angeles + greater Chicago (8 stores)",8,https://www.nikysports.com/,customerservice@nikysports.com,Customer Service / Niky Familia (founder),"Latino-market soccer specialist founded in MacArthur Park LA; 8 stores across LA + Chicago + online; the single highest-leverage US Latino soccer retailer; Mexico, El Salvador, Guatemala, Honduras + Argentina jersey volume during WC2026 is the centre of their business",HQ: 2100 W 7th Street Los Angeles CA 90057 (MacArthur Park flagship). Customer Service 1-213-365-9800. Founded 1997 by Niky Familia. Stores: MacArthur Park (LA) flagship + Pico Rivera + Huntington Park + Bell Gardens + Hollywood + South Gate + Chicago Little Village + Chicago Cicero. Spanish-language site.,+1-213-365-9800
Subside Sports US,online,national online,0 (online only),https://www.subsidesports.com/us/,customerservice@subsidesports.com,Customer Service / Marketing,"UK-headquartered football-jersey specialist with a US storefront; carries 100+ national + club kits; perfect for WC2026 32-nation collector market",Parent: Subside Sports Ltd (UK). US ops fulfilled from UK + US drop-ship. Customer Service via site contact form (the email above is an unverified pattern). UK office: 5 Allenby Business Village Lincoln LN5 8LH.,
Pro:Direct Soccer US,online,national online,0 (online only),https://www.prodirectsoccer.com/us/,help@prodirectsoccer.com,Customer Service / Pro:Direct Sport Marketing,"UK football specialist with US storefront; carries every adidas/Nike/Puma/Mizuno WC2026 boot pack and national-team kit; pre-order culture means they care about hype windows","Parent: Pro:Direct Sport (UK). HQ: Lewes, East Sussex UK. US fulfilment via Pennsylvania DC. Customer Service via site contact (the email above is an unverified pattern based on UK help inbox).",
soccergarage.com,online,national online + Anaheim CA warehouse,1 (warehouse / showroom),https://www.soccergarage.com/,info@soccergarage.com,Customer Service / Marketing,"California-based online soccer retailer; Nike/adidas/Puma/Mizuno; strong club / team uniform programme; SoCal Latino-market overlap",HQ: 1240 N Lakeview Ave Anaheim CA 92807. Customer Service 1-714-695-2080. Private.,+1-714-695-2080
SoccerWearhouse,online,"online + Birmingham AL + Atlanta GA retail",2,https://www.soccerwearhouse.com/,customerservice@soccerwearhouse.com,Customer Service / Owner-operator,"Southeast US soccer specialist; Birmingham AL flagship + Atlanta GA store; both are WC2026 catchment cities (Atlanta hosts the WC2026 group stage at Mercedes-Benz Stadium); strong club / team uniform business across the Southeast","HQ: 1855 Gadsden Hwy Birmingham AL 35235. Customer Service 1-205-836-6060. Atlanta store: 6309 Roswell Rd. Private.",+1-205-836-6060
KitBag US,online,national online,0 (online only),https://www.kitbag.com/,customerservice@kitbag.com,Customer Service / Fanatics Marketing,"Global football-jersey specialist (Premier League + La Liga + Bundesliga + national teams) operated by Fanatics; high-margin replica-jersey business spikes during WC2026","Parent: Fanatics Inc (HQ Jacksonville FL). Customer Service 1-855-742-9776. Email above is an unverified pattern - all Fanatics-operated stores route via shared customer service inbox.",+1-855-742-9776
US Soccer Store,online,"online + occasional event popups",0 (online),https://www.ussoccerstore.com/,customerservice@ussoccerstore.com,US Soccer Federation commercial team,"Official online retailer for USMNT + USWNT licensed kit and merch; the single most authoritative USMNT-jersey channel for WC2026; co-host nation means USMNT visibility is at an all-time high","Operated by Fanatics Inc on behalf of US Soccer Federation. Parent federation HQ: 1801 South Prairie Avenue, Chicago IL 60616. Fanatics customer service 1-855-742-9776. Direct federation press: communications@ussoccer.org.",+1-855-742-9776
Inter Miami CF Team Store,club-retail,"Fort Lauderdale (Chase Stadium) + Miami popups",2 (stadium + popup),https://store.intermiamicf.com/,customerservice@intermiamicfstore.com,Inter Miami CF Commercial / Fanatics Retail,"Messi-effect club shop; the biggest single MLS retail engine globally; Miami's Argentine + Latino diaspora makes this the strongest WC2026 Argentina-jersey crossover store in the US; Florida is also a WC2026 host state (Miami is a host city)","Parent club: Club Internacional de Futbol Miami LLC. Stadium: Chase Stadium, 1350 NW 55th St, Fort Lauderdale FL 33309. Owned by Jorge Mas + Jose Mas + David Beckham. Store operated under Fanatics retail partnership. Email above unverified pattern.",
LA Galaxy Pro Shop,club-retail,"Carson CA (Dignity Health Sports Park)",1 (stadium store),https://www.lagalaxy.com/proshop,proshop@lagalaxy.com,LA Galaxy Commercial / Pro Shop Manager,"Most-decorated MLS club; LA Galaxy Pro Shop at Dignity Health Sports Park; SoCal Latino + Mexican-American customer base; LA is a WC2026 host city (SoFi Stadium / Inglewood)","Parent: AEG. Stadium: 18400 Avalon Blvd, Carson CA 90746. Email above unverified pattern; primary route is form on lagalaxy.com/contact. Group sales: groupsales@lagalaxy.com.",+1-310-630-2200
LAFC Shop / The Bench,club-retail,"Los Angeles (BMO Stadium)",1 (stadium store),https://www.lafc.com/the-bench,thebench@lafc.com,LAFC Commercial / Pro Shop Manager,"LAFC's official 'The Bench' team store at BMO Stadium near Exposition Park LA; strong LA Latino base; LA is a WC2026 host city; LAFC has the most engaged digital fan base in MLS",Parent: LAFC LLC. Stadium: BMO Stadium 3939 S Figueroa St Los Angeles CA 90037. Owners include Larry Berg + Will Ferrell + Magic Johnson group. Email above unverified pattern. Primary route is form on lafc.com.,+1-213-519-9900
Atlanta United Team Store,club-retail,"Atlanta (Mercedes-Benz Stadium retail + Atlantic Station popup)",2,https://www.atlutd.com/team-store,info@atlutd.com,Atlanta United Commercial / Pro Shop Manager,"MLS attendance leader; Mercedes-Benz Stadium hosts WC2026 group-stage matches; massive metro-Atlanta Latino + Mexican-American base; Five Stripes brand is one of MLS's strongest commercially","Parent: AMB Sports + Entertainment (Arthur Blank). Stadium: 1 AMB Drive NW, Atlanta GA 30313. Email above unverified pattern. Primary route is form on atlutd.com. Press: press@atlutd.com.",+1-470-341-5000
Seattle Sounders Pro Shop,club-retail,"Seattle (Lumen Field + Pioneer Square store)",2,https://www.soundersfc.com/proshop,proshop@soundersfc.com,Sounders Commercial / Pro Shop Manager,"Sounders FC are MLS's most-supported club historically; Seattle is a WC2026 host city (Lumen Field); the Sounders are also a CONCACAF Champions Cup mainstay so their fan base spans Mexican Liga MX rivalry games and US Open Cup","Parent: Seattle Sounders FC LLC (Adrian Hanauer + Drew Carey ownership group). Stadium: Lumen Field, 800 Occidental Ave S Seattle WA 98134. Email above unverified pattern. Primary route is shop.soundersfc.com.",+1-877-657-4625
NYCFC Team Store,club-retail,"online + Yankee Stadium / Citi Field matchday + Etihad Park (2027)",0 (online + matchday popups),https://shop.nycfc.com/,customerservice@nycfc.com,NYCFC Commercial / Pro Shop Manager,"New York City FC; New York / New Jersey is a WC2026 host market (MetLife Stadium hosts the Final); huge Etihad + City Football Group commercial machine behind them; massive NYC Latino base (Argentine + Mexican + Dominican + Ecuadorian)","Parent: City Football Group. Matchday venues currently Yankee Stadium 161st St Bronx NY + Citi Field Queens. Etihad Park under construction in Willets Point (target 2027). Email above unverified pattern.",
New York Red Bulls Team Store,club-retail,"Harrison NJ (Red Bull Arena) + Manhattan popup",1 (stadium store),https://www.newyorkredbulls.com/team-store,teamstore@newyorkredbulls.com,Red Bulls Commercial / Pro Shop Manager,"NY/NJ MLS club; Red Bull Arena is in Harrison NJ a few miles from MetLife Stadium (the WC2026 Final venue); Red Bull's parent commercial machine and Energy-Drink-led marketing latitude make experimental tournament-pool tie-ins easy","Parent: Red Bull GmbH. Stadium: Red Bull Arena, 600 Cape May Street, Harrison NJ 07029. Email above unverified pattern. Primary route is form on newyorkredbulls.com.",+1-877-727-6223
FC Dallas Team Store,club-retail,"Frisco TX (Toyota Stadium)",1 (stadium store),https://www.fcdallas.com/teamstore,teamstore@fcdallas.com,FC Dallas Commercial / Pro Shop Manager,"FC Dallas at Toyota Stadium Frisco TX; Dallas / AT&T Stadium Arlington is a WC2026 host city; huge North Texas Latino + Mexican-American base; FC Dallas runs the strongest US youth-development academy","Parent: Hunt Sports Group. Stadium: Toyota Stadium, 9200 World Cup Way, Frisco TX 75033 (the literal address is World Cup Way). Email above unverified pattern.",+1-214-705-6700
Houston Dynamo FC Team Store,club-retail,"Houston (Shell Energy Stadium)",1 (stadium store),https://www.houstondynamofc.com/team-store,teamstore@houstondynamofc.com,Dynamo Commercial / Pro Shop Manager,"Houston Dynamo FC; Houston / NRG Stadium is a WC2026 host city; massive Houston Latino + Mexican-American base; Dynamo and Dash share the Shell Energy Stadium retail operation","Parent: Forever Sporting Club (Ted Segal). Stadium: Shell Energy Stadium, 2200 Texas Ave, Houston TX 77003. Email above unverified pattern.",+1-713-276-7500
Sporting KC Team Store,club-retail,"Kansas City KS (Children's Mercy Park)",1 (stadium store),https://www.sportingkc.com/team-store,teamstore@sportingkc.com,Sporting KC Commercial / Pro Shop Manager,"Sporting Kansas City at Children's Mercy Park; Kansas City / Arrowhead Stadium is a WC2026 host city; midwest Latino base; Sporting KC has industry-leading data + CRM operation","Parent: Sporting Club. Stadium: Children's Mercy Park, 1 Sporting Way, Kansas City KS 66111. Email above unverified pattern.",+1-913-387-3400
Philadelphia Union Team Store,club-retail,"Chester PA (Subaru Park)",1 (stadium store),https://www.philadelphiaunion.com/team-store,teamstore@philadelphiaunion.com,Union Commercial / Pro Shop Manager,"Philadelphia Union at Subaru Park Chester PA; Philadelphia / Lincoln Financial Field is a WC2026 host city; Union has one of MLS's strongest youth-development pipelines (Brenden Aaronson, Mark McKenzie alumni)","Parent: Keystone Sports & Entertainment. Stadium: Subaru Park, 1 Stadium Drive, Chester PA 19013. Email above unverified pattern.",+1-877-218-6466
NE Revolution Team Store,club-retail,"Foxborough MA (Gillette Stadium retail)",1 (stadium store),https://www.revolutionsoccer.net/team-store,teamstore@revolutionsoccer.net,Revolution Commercial / Pro Shop Manager,"New England Revolution at Gillette Stadium Foxborough; Boston / Gillette is a WC2026 host city; New England + Brazilian + Cape Verdean + Portuguese diasporas all spike around the Brazil + Portugal national-team narratives","Parent: Kraft Sports + Entertainment (Robert Kraft). Stadium: Gillette Stadium, 1 Patriot Place, Foxborough MA 02035. Email above unverified pattern.",+1-877-438-7387
Chicago Fire FC Team Store,club-retail,"Chicago (Soldier Field matchday + Halas Hall popup)",0 (matchday popups),https://www.chicagofirefc.com/team-store,teamstore@chicagofirefc.com,Chicago Fire Commercial / Pro Shop Manager,"Chicago Fire FC at Soldier Field; Chicago is not a 2026 host city but the metro Chicago Mexican-American + Polish + Italian + Argentine diaspora is among the largest US football-fan catchments","Parent: Chicago Fire Football Club LLC (Joe Mansueto). Stadium: Soldier Field, 1410 Special Olympics Dr, Chicago IL 60605. Email above unverified pattern.",+1-888-657-3473
Toronto FC Bell Field Pro Shop,club-retail,"Toronto ON (BMO Field)",1 (stadium store - note Canadian club),https://www.torontofc.ca/proshop,proshop@torontofc.ca,Toronto FC Commercial / Pro Shop Manager,"Toronto FC at BMO Field; Toronto is a WC2026 host city as part of the co-hosting Canada bid; included here because they sell into both US online customers and Canadian residents",Parent: Maple Leaf Sports + Entertainment. Stadium: BMO Field 170 Princes Blvd Toronto ON M6K 3C3 Canada. Email above unverified pattern. Worth coordinating with Canadian outreach.,+1-416-815-5400
DSW (Designer Shoe Warehouse),chain,"national (all 50 states + Puerto Rico)",~500,https://www.dsw.com/,investorrelations@designerbrands.com,Investor Relations / Brand Marketing,"500-store national shoe chain; football boots are a small but growing inventory category; mall-anchored locations get WC2026 walk-in traffic; less football-focused than Hibbett but broader geographic reach","HQ: 810 DSW Drive, Columbus OH 43219. Parent: Designer Brands Inc (NYSE: DBI). Customer Service 1-866-379-7463. CEO Doug Howe.",+1-866-379-7463
Olympia Sports,chain,"Northeast US (NH, ME, VT, MA, RI, CT, NY, PA, OH, MI)",~75,https://www.olympiasports.net/,customerservice@olympiasports.net,Customer Service / JackRabbit-owned Marketing,"Northeast US athletic chain; carries Nike/adidas/Puma boots and replica gear; smaller-town footprint that complements the mall chains; new ownership has been investing in football category","HQ: 70 Wells Avenue, Newton MA 02459. Acquired by JackRabbit Sports in 2019 then sold to Sun Capital affiliates. Customer Service 1-800-639-9700.",+1-800-639-9700
Sport Chek US (via Marshalls / Burlington off-price channel),e-tailer,n/a,n/a,n/a,n/a,n/a,"NOT a separate banner in the US but worth noting that Burlington and Marshalls + TJ Maxx off-price channels clear large volumes of last-season Nike/adidas/Puma football boots and replica jerseys; not a direct outreach target but useful context",Excluded from main list. Off-price retailers route national vendor relationships through corporate buying offices (TJX Companies HQ Framingham MA; Burlington Burlington NJ).,
Eastbay,online,national online (relaunching 2025-26 under DICK'S),0 (online),https://www.eastbay.com/,customerservice@eastbay.com,Customer Service / DICK'S Brand Marketing,"Iconic Wausau WI catalog and online athletic retailer; closed 2022 then relaunched by DICK'S Sporting Goods 2023; carries football boots + team uniforms; strong heritage in school + team uniform channel",HQ: Wausau WI (legacy) and Coraopolis PA (current DICK'S HQ). Parent: Dick's Sporting Goods Inc (NYSE: DKS). Customer Service via DICK'S 1-877-846-9997.,+1-877-846-9997
Soccer Wearhouse Atlanta (now branded Atlanta Soccer Company),independent,"Atlanta GA (Roswell + Sandy Springs)",2,https://www.atlsoccerco.com/,info@atlsoccerco.com,Owner-operator,"Atlanta-area soccer specialist; Atlanta is a WC2026 host city (Mercedes-Benz Stadium hosts group stage); Roswell + Sandy Springs locations are in highest-spending GA soccer catchments","HQ: 6309 Roswell Rd, Sandy Springs GA 30328. Customer Service 1-404-303-7700. Private.",+1-404-303-7700
Soccer Loco Carlsbad (flagship),independent,Carlsbad CA,1,https://www.soccerloco.com/locations/,sales@soccerloco.com,Owner-operator,"SoccerLoco flagship store in Carlsbad; SoCal Latino + cross-border Tijuana customer base; Mexico WC2026 jersey volume is a core part of their business",Listed separately from SoccerLoco online to indicate that individual stores have local marketing latitude; physical store address 2701 Vista Way Oceanside CA 92054.,+1-760-806-1080
Italy & Soccer / Calcio Sport (Italian-American soccer specialists),independent,"NY + NJ + South Florida (online + small physical)",2-3,https://www.calciosport.com/,info@calciosport.com,Owner-operator,"NY / NJ / South Florida Italian-American soccer specialist; Italy + Argentina + Brazil + Portugal jersey + boot inventory; small-scale but deep diaspora reach during WC2026","Privately held; site shows NJ + NY presence and Hialeah FL warehouse. Email above is the published contact-form pattern (unverified as a personal inbox).",
WeGotSoccer Boston (former Yes Soccer),independent,"Burlington MA + Worcester MA + Springfield MA",3,https://www.wegotsoccer.com/stores,customerservice@wegotsoccer.com,Customer Service / Marketing,"WeGotSoccer's New England physical-retail arm (former Yes Soccer); Boston / Gillette is a WC2026 host city; broad Massachusetts / Rhode Island / Connecticut catchment with strong Brazilian + Portuguese + Italian diaspora",Subsidiary of WeGotSoccer (Buffalo NY HQ). Stores at Burlington Mall + Worcester + Springfield. Customer Service 1-877-742-8636.,+1-877-742-8636
Premier Soccer (Latino-market chain),independent,"South Florida (Hialeah + Doral + Kendall)",3,https://www.premiersoccerusa.com/,info@premiersoccerusa.com,Owner-operator,"South Florida Latino-market soccer chain; Hialeah / Doral / Kendall locations are in the largest US Cuban-American + Venezuelan + Colombian + Argentine catchments; Miami is a WC2026 host city","HQ: 1690 W 49th St, Hialeah FL 33012. Customer Service 1-305-823-2700. Private. Spanish-language-first store experience.",+1-305-823-2700
