name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Poderoso Timão (Corinthians),club-retail,"São Paulo + RMSP (10+ lojas oficiais incluindo Neo Química Arena, Itaquera, Lapa, São Mateus, Pirituba, Santo Amaro, Ibirapuera, São Bernardo)",10+,https://www.poderosotimaosbc.com.br/,arena@redepoderosotimao.com.br,Gestor de Loja / Comercial,"Corinthians é a segunda maior torcida do Brasil (~30M); vestidos pela Nike desde 2003 (20+ anos); megastore Neo Química Arena tem fluxo de jogo + tour; perfil pool de Copa com camisa Nike Brasil 2026 como prêmio",Megastore principal: Neo Química Arena São Paulo SP. Telefones +55 11 3152-4063 e +55 11 99194-3004. Email arena@redepoderosotimao.com.br. Rede de franqueados @redepoderosotimao.,+55 11 3152 4063
Shop Timão (Corinthians online),club-retail,national (online),0 (online),https://www.shoptimao.com.br/,via atendimento.shoptimao.com.br,Time E-commerce Corinthians / Netshoes,"Loja online oficial do Corinthians operada em parceria com a Netshoes desde 2008; canal e-commerce separado da Rede Poderoso Timão física; sob umbrella do Magalu (controlador Netshoes)",Plataforma operada pela Netshoes (Magalu). Conversa pode ir via incentivos@netshoes.com.br ou via SAC do clube. Separar pool físico (Poderoso Timão) de pool online (Shop Timão) faz sentido.,
Palmeiras Store,club-retail,"São Paulo + e-commerce nacional",10+,https://www.palmeirasstore.com/,via formulário em palmeirasstore.com/contato,SAC / Marketing,"Palmeiras é o clube mais titulado do Brasil (12 brasileiros) e top-3 em torcida; vestidos pela PUMA; PUMA é uma das fornecedoras-chave da Copa (patrocina Itália, Suíça, Marrocos, Senegal); prêmio camisa Palmeiras + camisa Itália casaria com pool",SAC Puma adicional: 11 4003-2354 seg-sex 8h-19h. Loja Allianz Parque + outras unidades. Operação por Puma Brasil.,
SAO Store (São Paulo FC),club-retail,"São Paulo + e-commerce nacional",5+,https://www.saostore.com.br/,via formulário em saostore.com.br/atendimento,SAC / Marketing,"São Paulo FC é o tricampeão mundial; vestidos pela New Balance desde 2025; SAO Store é a loja oficial; público torcedor classe média paulista; perfil casa com prêmio New Balance SPFC + boot NB Tekela WC2026",Cupom 'SEMANATRICOLOR' indica integração ativa com marketing torcedor. New Balance Brasil: New Brasil Artigos Esportivos Ltda Av. Queiroz Filho 1560 Torre Canário 4º andar Vila Hamburguesa São Paulo SP 05319-000.,
Loja do Galo (Atlético Mineiro),club-retail,"Belo Horizonte (Arena MRV + BH Shopping + e-commerce nacional)",5+,https://www.lojadogalo.com.br/,suportelojadogalo@atletico.com.br,SAC e-commerce / Comercial Arena MRV,"Atlético Mineiro é o clube mais titulado de MG no século; nova Arena MRV (44 mil lugares) inaugurada 2023 com megastore própria; vestidos pela Adidas; Belo Horizonte como cidade-base para pool regional MG",Megastore Arena MRV Rua Cristina Maria de Assis 300 Califórnia BH MG. Telefone Arena 31 99873-0349. E-commerce 31 4004-7113 / WhatsApp 31 2391-1013 seg-sex 8h-17h. Email Arena MRV arenamrv@megalojadogalo.com.br.,+55 31 4004 7113
Cruzeiro Official Store (Mineirão),club-retail,Belo Horizonte (Mineirão + Barro Preto + BH Shopping + e-commerce nacional),5+,https://loja.cruzeiro.com.br/,via cruzeiro.zendesk.com/hc,SAC / Comercial Mineirão,"Cruzeiro renovou com Adidas até 2030 ('maior contrato da história do clube'); 2026 lança camisa Originals com alusão à Libertadores 76; mega-rivalidade com Atlético no estado-chave de MG",Loja Mineirão Av. Antônio Abrahão Caram 1001 Esplanada Sul BH. Telefone/WhatsApp 31 98381-1099. Em dia de jogo abre 3h antes e fecha 1h depois.,+55 31 98381 1099
GrêmioMania,club-retail,"Porto Alegre + RS (15+ lojas licenciadas em Praia de Belas, Iguatemi, Bourbon Ipiranga, Shopping Total etc.) + e-commerce",15+,https://gremiomania.com.br/,gremiomaniaipiranga@hotmail.com,Gestor de Loja Iguatemi / Bourbon Ipiranga,"Maior rede oficial de loja de clube no Sul do Brasil (15+ lojas licenciadas); Grêmio vestido pela Umbro; clube mais titulado do RS; pool regional Sul casa com Inter Store","Lojas em PoA: Praia de Belas (51 3233-9203); Iguatemi (51 3012-1903 / 51 98942-2939); Bourbon Ipiranga Av. Ipiranga 5200 (51 99864-2823 / gremiomaniaipiranga@hotmail.com); Shopping Total. Multi-franqueado modelo simplifica adoção em cascata.",+55 51 3233 9203
InterStore (Internacional),club-retail,"Porto Alegre (5+ lojas: Beira-Rio, Shopping Total, Cristal, Praia de Belas, Floresta, Passo d'Areia) + e-commerce",5+,https://www.lojadointer.com.br/,via lojadoscolorados.com.br,SAC / Comercial Beira-Rio,"Internacional é o eterno rival do Grêmio em PoA; vestidos pela Adidas; lojas próximas ao Beira-Rio (capacity 51k) com fluxo de jogo; pool Inter + Grêmio = cobertura completa do torcedor gaúcho","WhatsApp 51 9019-5665 / Telefone 51 3018-8007. InterStore Beira-Rio @interstore.beirario no Instagram. Lojas: Shopping Total 2º piso; Av. Diário de Notícias 300 Cristal; Av. Túlio de Rose 80 Passo d'Areia; Av. Ipiranga 5200 Jardim Botânico; Av. Praia de Belas 1181; Av. Cristóvão Colombo 545 2º andar Floresta.",+55 51 3018 8007
Santos Store (Vila Belmiro),club-retail,Santos SP (Vila Belmiro + Estádio Urbano Caldeira) + e-commerce nacional,3+,https://www.santosfc.com.br/,via santosfc.com.br/en/contact/,SAC / Comercial Santos FC,"Santos é o clube de Pelé e de Neymar (retornou em 2025); vestidos pela Umbro; mix Umbro + Athleta + RetrôMania na loja; público torcedor histórico nacional com perfil sentimental forte para pool de Copa",Loja Vila Belmiro: Rua Princesa Isabel 77 Santos SP 11075-501. Telefone clube 13 3257-4000. SAC Sócio Rei 13 3500-0740. WhatsApp 13 3257-4001. Loja seg-sab 9h-18h30 dom 10h-16h.,+55 13 3257 4000
Loja Botafogo (Loja Gloriosa),club-retail,"Rio de Janeiro (Estádio Nilton Santos + ParkShopping Campo Grande + e-commerce)",5+,https://www.lojabotafogo.com.br/,sac@lojabotafogo.com.br,SAC / Comercial,"Botafogo é atual campeão Libertadores 2024 e Brasileirão 2024; engajamento de torcida em alta histórica; vestidos pela Reebok desde 2024 (linha exclusiva via RB Brasil Artigos Esportivos); melhor momento da última década para pool de Copa do clube",Telefone 21 98258-3525 / Email sac@lojabotafogo.com.br seg-sex 9h-18h. RB Brasil Artigos Esportivos Ltda CNPJ 11.098.433/0014-62 Serra ES 29168-071 opera a parceria Reebok. Loja Gloriosa lojagloriosa.com.br também é canal oficial.,+55 21 98258 3525
Loja do Flu (Fluminense),club-retail,Rio de Janeiro (Maracanã + Laranjeiras + e-commerce nacional),3+,https://www.loja.fluminense.com.br/,atendimento@lojaflu.com.br,SAC / E-commerce,"Fluminense é campeão Libertadores 2023 e Mundial de Clubes 2025; vestidos pela Umbro; loja Maracanã + Laranjeiras; ainda navegando pós-Mundial com fluxo elevado de novos torcedores",Telefone 21 98808-9954 atendimento seg-sex 8h-12h e 14h-17h. Loja Presidente Castelo Branco no Maracanã com Instagram @lojadoflu_maraca. Linha Umbro em loja.fluminense.com.br/umbro.,+55 21 98808 9954
Shop Vasco / Vasco Boutique,club-retail,Rio de Janeiro (São Januário + e-commerce nacional),3+,https://www.shopvasco.com.br/,via shopvasco.com.br,SAC / Comercial Vasco,"Vasco da Gama tem torcida 4ª maior do Brasil; vestidos pela Kappa; pool Vasco + Flamengo + Bota + Flu pelos quatro grandes Rio capturaria o mercado carioca inteiro",Lojas físicas oficiais perto de São Januário. Vasco Boutique vascoboutique.com.br também é canal oficial. Kappa Brasil distribuição via Vestiário Kappa kappa.com.br.,
Furacão Loja Oficial (Athletico Paranaense),club-retail,Curitiba (Arena da Baixada + Shopping Palladium + Shopping São José) + e-commerce,3+,https://loja.athletico.com.br/,loja.oficial@athletico.com.br,Comercial Loja Oficial / SAC Arena,"Athletico foi tricampeão Sul-Americano e tem rivalidade histórica com Coritiba; vestidos pela Umbro 2026 (nova camisa lançada); base forte em PR; cobre o Sul junto com Grêmio/Inter pool",Loja flagship Rua Buenos Aires 1260 Água Verde Curitiba PR. Telefone 41 2105-5665 ter-sab 10h-20h dom 10h-18h. SAC Arena 41 2105-5600 seg-sex 9h-18h. Email principal loja.oficial@athletico.com.br.,+55 41 2105 5665
Casa do Tricolor (Bahia EC),club-retail,"Salvador BA (7 shoppings: Barra, Capemi, Bela Vista, Paralela, Salvador Norte, Salvador Shopping, Shopping da Bahia) + Pituba flagship + Fonte Nova",11,https://www.casadotricolor.com.br/,tricolor@casadotricolor.com.br,Operadora Casa do Tricolor / Comercial,"Bahia EC sob nova gestão City Football Group (mesmo dono do Manchester City) desde 2023; flagship Pituba é maior loja oficial da história do clube; 11 unidades; Nordeste como mercado de Copa subexplorado",Telefone 71 3012-0350. Loja Fonte Nova: Ladeira da Fonte das Pedras 432 Salvador BA. Casa do Tricolor é o operador oficial multi-shopping. Gestão CFG profissional pode acelerar adesão a campanhas de tecnologia.,+55 71 3012 0350
Loja PST (Sport Recife),club-retail,"Recife + Jaboatão (Ilha do Retiro, RioMar, Shopping Recife) + e-commerce",3+,https://sportrecife.com.br/lojas-oficiais/,comercial@sportrecife.com.br,Comercial Sport Club do Recife,"Sport renomeou loja oficial para PST mantendo Umbro como fornecedora de uniformes; maior clube do Nordeste em torcida (PE); cobre mercado nordestino com Bahia EC",Sede clube Rua Sport Club do Recife sn Recife PE 50750-560. Lojas Ilha do Retiro + RioMar + Shopping Recife (Piedade). Comercial direto via comercial@sportrecife.com.br.,
Marca Fortaleza (Fortaleza EC),club-retail,Fortaleza CE (Castelão + Pici + shopping) + e-commerce nacional,3+,https://fortaleza1918.com.br/,via fortaleza1918.com.br/contato/,Ouvidoria / Comercial,"Fortaleza EC é a história recente do Nordeste (vice Brasileirão 2021, finalista Sul-Americana 2023); vestidos pela Volt Sport (marca brasileira) com gestão completa das lojas pela Volt; CE é mercado de torcida em explosão",CNPJ 40.159.753/0001-69 site leao1918.com.br. Volt Sport opera as lojas e ainda tem plano de novas unidades 'com conceito diferenciado'. (unverified email path; melhor entrada via ouvidoria do clube ou Volt Sport diretamente),
Loja do Galo / Lojas Sportzone Recife (Náutico/Santa),club-retail,Recife PE (rede multi-clube),2+,https://www.facebook.com/lojamaisesportes/,via Facebook DM,Owner-operator,"Operação multi-clube em Recife cobrindo Náutico, Santa Cruz e Sport; pool regional PE complementa Loja PST (Sport) com cobertura cross-clube nordestina",Recife Rua da Hora + Shopping Costa Dourada. (unverified email; melhor via Facebook DM). Pequeno operador local mas relevante para o pool PE multi-clube.,
