name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Atleticos,chain,"national (50+ stores)",50+,https://www.atleticos.com/,via contact form on atleticos.com,Corporate marketing lead,"Mid-market Mexican sports chain (50+ doors plus e-commerce); carries adidas, Nike, Reebok; positions on value pricing; faster sign-off than Innovasport / Marti because smaller; ideal pilot partner for a regional WC2026 prediction-pool activation","E-commerce at atleticos.com; runs free shipping + recurring discounts; IG @atleticosmx",
Tienda Oficial Club America (AmeShop),club-retail,"CDMX (Estadio Azteca, Coapa, online)",2+,https://www.ameshop.com/,contactanos@ameshop.com.mx,AmeShop / Club America commercial manager,"Most-supported Liga MX club; AmeShop is the official store for the Aguilas; Club America have their home stadium at Estadio Azteca which hosts the WC2026 opening match Mexico vs South Africa - the single biggest football moment in Mexico for a generation; their fan database is the largest in Mexico","Phone +52 55 4750 1777; trading parent Club de Futbol America SA de CV; owned by Grupo Televisa via Televisa Univision; US online ops at us.ameshop.com; physical stores at Estadio Azteca + Coapa training ground",+52 55 4750 1777
Tienda Chivas,club-retail,Guadalajara (Estadio Akron + San Juan de Dios market) + online,2+,https://tiendachivas.com.mx/,via contact form on tiendachivas.com.mx,Chivas merchandising / commercial manager,"Club Deportivo Guadalajara is the only Liga MX side with a 100% Mexican-player roster; massive El Tri overlap (Chivas players form the spine of the national team); official store at Estadio Akron offers 20% discount; second store at Mercado San Juan de Dios local 3693 in Guadalajara historic centre","On-field kit by Puma; trading parent Club Deportivo Guadalajara SA de CV; majority owner Amaury Vergara (Grupo Omnilife); Estadio Akron in Zapopan",
Cruz Azul Shop,club-retail,"CDMX (Ciudad de los Deportes, Maximino Avila Camacho 309-3) + outlet at Terrazas Arena + online",2+,https://shop.cfcruzazul.com/,via contact form on cfcruzazul.com,Cruz Azul commercial / merchandising manager,"La Maquina is one of Liga MX's biggest fanbases; reigning Clausura champions; iconic Cementeros identity; physical tienda oficial at Maximino Avila Camacho 309-3 next to former Estadio Azul; perfect anchor for a CDMX-wide WC2026 prediction pool","Trading parent Club de Futbol Cruz Azul SA de CV; cooperative ownership via Cooperativa La Cruz Azul SCL; tiendacruzazul.mx is also-official; the shop.cfcruzazul.com is the canonical web channel per the club's own social posts",
Tigres Tienda,club-retail,"Monterrey area (Estadio Universitario) + online",1+,https://tigretienda.com/,via contact form on tigretienda.com,Tigres UANL commercial manager,"Tigres UANL are a Liga MX powerhouse; deeply embedded in the Universidad Autonoma de Nuevo Leon community; UANL fan base spans the Monterrey metro; Monterrey is one of 3 Mexican WC2026 host cities (Estadio BBVA hosts WC matches); ideal regional anchor","On-field kit by adidas; trading parent Sinergia Deportiva SA de CV (CEMEX); CEO route via UANL athletic department; HQ Monterrey, Nuevo Leon; runs Tigres Femenil collaborations e.g. Wonder Woman line",
Tienda Rayados,club-retail,"Monterrey (Estadio BBVA La Pastora, Park Point Cumbres, Galerias Valle Oriente) + online",3+,https://www.tiendarayados.com/,via contact form on rayados.com,Rayados commercial / retail manager,"CF Monterrey play out of Estadio BBVA which is a confirmed FIFA WC2026 host venue - massive ambient WC2026 traffic into and around the stadium store; Park Point + Galerias Valle Oriente locations capture affluent Monterrey foot traffic; 3 physical stores ideal for in-store prediction-pool activation","On-field kit by Puma; trading parent Club de Futbol Monterrey Rayados SA de CV; owned by Grupo FEMSA (BMV: FEMSAUBD); store addresses: Av Leones 99 Cumbres Elite, Av Lazaro Cardenas 1000 Valle del Mirador, Av Pablo Livas 2011 La Pastora Guadalupe NL; hours Mon-Sun 10/11-20:00",
Tienda Pumas (Tienda Pumas Oficial),club-retail,"CDMX (Totonacas 560 Col Ajusco) + online",1+,https://tiendapumas.com/,contacto@pmshop.mx,Tienda Pumas commercial team,"Pumas UNAM is the only Mexican club to win the CONCACAF Champions Cup four times; deep UNAM university-community fanbase; play at Estadio Olimpico Universitario; iconic golden goyo logo; CDMX presence overlaps with WC2026 opening match foot traffic","Trading parent Club Universidad Nacional AC; on-field kit by Nike; phone 81 1411 0084; physical address Totonacas 560 Col Ajusco CDMX; ships DHL Mexico + USA; free shipping on orders over MXN $999",81 1411 0084
TolucaFC Store,club-retail,"Toluca (San Pedro Totoltepec, Estadio Nemesio Diez area) + online",1+,https://tienda.tolucafc.com/,via contact form on tienda.tolucafc.com,Toluca FC merchandising manager,"Diablos Rojos del Toluca are reigning Liga MX Apertura champions; deep Estado de Mexico following; physical store at San Pedro Totoltepec; Toluca is in the WC2026 host-city catchment via CDMX commute; small fast-moving commercial team","On-field kit by Under Armour and New Balance training line; trading parent Deportivo Toluca FC SA de CV; HQ San Pedro Totoltepec 50226 Toluca de Lerdo; physical store Mon-Fri 10:00-18:00 Sat-Sun 10:00-16:00; international shipping enabled",
Tienda Club Leon / La Guarida del Leon,club-retail,"Leon Guanajuato (Estadio Nou Camp area) + online",1+,https://tiendaclubleon.com/,via contact form on tiendaclubleon.com,Club Leon commercial manager,"Esmeralda Leon are a Liga MX tradicional power; eight-time Liga MX champions; Estadio Nou Camp is a major Bajio fan venue; La Guarida del Leon is the brick-and-mortar arm; emerald-green kit is the most recognisable in Liga MX; ideal partner for a Guanajuato regional WC2026 pool","On-field kit by Pirma (a Leon, Guanajuato local brand); trading parent Club Leon FC SA de CV; owned by Grupo Pachuca (Grupo Salinas football arm); also sells via innovasport.com/liga/mx/c/leon",
Tuzomania (Pachuca),club-retail,"Pachuca (Estadio Hidalgo area) + online",1+,https://www.tuzomania.mx/,via contact form on tuzomania.mx,Pachuca FC commercial manager,"Tuzos del Pachuca are the oldest Mexican professional football club (1892); Grupo Pachuca also owns Leon + multiple academy operations; runs an internationally-respected youth academy; the Salon de la Fama del Futbol Internacional sits next to the stadium; the WC2026 spotlight on Mexican football lifts the academy brand and the merchandising line","Trading parent Club de Futbol Pachuca SA de CV; on-field kit by Charly; HQ Pachuca de Soto, Hidalgo; CEO Jesus Martinez (also owns Leon, Real Oviedo, Everton de Vina del Mar via Grupo Pachuca); also-official store at tuzos.com.mx/shop",
Tienda Necaxa,club-retail,"Aguascalientes (Altaria mall + online)",1+,https://tiendanecaxa.mx/,via contact form on tiendanecaxa.mx,Necaxa commercial manager (Formacion Rayos SA de CV),"Rayos del Necaxa are a Liga MX tradicional brand; co-owned by US celebrity investor group including Eva Longoria and Mesut Ozil; new official store at Altaria mall in Aguascalientes (opened July 2025); rapid brand-growth phase, partnership-friendly","Trading entity for store: Formacion Rayos SA de CV; club ownership group includes Al Tylis + Sam Porter + Mesut Ozil + Eva Longoria; on-field kit by Charly; HQ Aguascalientes",
Atlas FC Shop,club-retail,Guadalajara + online,1+,https://atlasfcshop.com/,via contact form on atlasfcshop.com,Atlas FC commercial manager,"Atlas FC are recent back-to-back Liga MX champions (2021/22); deep Guadalajara fan rivalry with Chivas; loyal multi-generational supporter base nicknamed Los Rojinegros; Guadalajara is a confirmed WC2026 host city (Estadio Akron) so Atlas fan zone benefits from ambient WC traffic","On-field kit by Charly; trading parent Club Atlas de Guadalajara SA de CV; owned by Grupo Orlegi (also owns Santos Laguna); HQ Guadalajara, Jalisco",
Santos Shop,club-retail,Torreon (Estadio Corona) + online,1+,https://clubsantosshop.com/,via contact form on clubsantosshop.com,Santos Laguna commercial manager,"Santos Laguna are the only Liga MX club from La Comarca Lagunera (Torreon Coahuila / Gomez Palacio Durango); 6-time Liga MX champion; the Estadio Corona is the only Liga MX ground built and owned outright by the club; strong regional brand identity; partnership-friendly mid-market","On-field kit by Charly; trading parent Club Santos Laguna SA de CV; owned by Grupo Orlegi (also owns Atlas); HQ Torreon, Coahuila; santosshop.mx and clubsantosshop.com both route to same commerce platform",
Xolo Shop,club-retail,"Tijuana (Estadio Caliente / Hipodromo Agua Caliente) + online",1+,https://xoloshop.com/,via contact form on xoloshop.com/contacto,Xolos commercial manager,"Club Tijuana Xoloitzcuintles is the only top-flight Mexican side on the US border; massive cross-border Mexican-American fan crossover ideal for WC2026 where the US is a co-host; Tijuana fans regularly cross to attend US matches; iconic xolo dog identity makes branded prediction-pool prizes visually stand out","Trading parent Club Tijuana SA de CV; on-field kit by Charly; founded 2007 by Jorge Hank Rhon; physical store address Boulevard Agua Caliente 12027, Hipodromo Agua Caliente, 22024 Tijuana BC; sells personalised jerseys",
Maza Shop (Mazatlan FC),club-retail,"Mazatlan (Estadio Kraken) + online",1+,https://mazashop.mx/,via Facebook page @mazashopoficial,Mazatlan FC commercial manager,"Mazatlan FC are the newest Liga MX side (founded 2020 after the Monarcas Morelia relocation); Pacific-coast tourist city brand; Canoneros nickname plays on naval heritage; partnership-hungry as a young club still building its commercial book","On-field kit by Pirma; trading parent Mazatlan FC SA de CV; HQ Mazatlan Sinaloa; FB facebook.com/mazashopoficial; primary sales channel mazashop.mx",
Cancun FC Tienda,club-retail,"Cancun (Estadio Andres Quintana Roo, Av Mayapan)",1+,https://www.cancunfc.mx/,via contact form on cancunfc.com,Cancun FC commercial / NewGen partnerships team,"Self-styled 'NewGen' Liga de Expansion side; first Mexican team in the second tier outfitted by adidas (via Culto Futbol partnership); Cancun is the highest-traffic Caribbean tourist gateway and a destination market for US/UK travelling WC2026 fans; partnership-minded brand that already does adidas + Culto Futbol collabs","Trading entity Cancun FC; HQ Estadio Andres Quintana Roo, Av Mayapan, Cancun Q Roo; physical store hours Mon-Fri 10:00-18:00 Sat 10:00-14:00; jersey supplier adidas",
El Jugador Numero 12,independent,CDMX (Roma Norte) + online,1,https://www.elnumero12.com/,via contact form on elnumero12.com,Owner-operator,"CDMX vintage / retro football jersey specialist on Colima 220 Roma Norte; carries Mexican + European national team + club retro jerseys; trendsetter recognised by Liga MX players (Fidalgo and Dinenno cited as customers); ideal indie partner for a 'pick El Tri 1986 vs 2026' nostalgia prediction pool","Physical store address Colima 220, Roma Norte, Cuauhtemoc CDMX; IG @eljugadornumero12mx; Facebook El jugador numero 12; hours Mon-Sun 10:00-20:00; specialises in new + used + retro + vintage + collectible jerseys",
Es de Epoca,independent,CDMX (Roma Norte cafe + retail) + online,1,https://esdeepoca.com/,via contact form on esdeepoca.com,Owner-operator,"CDMX vintage football jersey shop with attached cafe / viewing space; Roma Norte location is in the same WC2026 fan-traffic corridor as El Jugador Numero 12; cafe model means built-in match-day audience for in-store predictions","Located Roma CDMX; smaller indie operator; cafe + retail hybrid means viewing-party + prediction pool fits naturally; details mostly on IG / Instagram",
FUTTROLSMX,e-tailer,national (online only),0,https://jerseysretrofuttrols.com/,via contact form on jerseysretrofuttrols.com,Owner-operator,"Online-only Mexican retro football jersey specialist; ships nationwide; lower-cost retro replicas tap the impulse-buy fan-collector segment; ideal partner for a budget-tier prediction pool with retro-jersey prizes","Online only; no published phone; payment + shipping channel within Mexico; small operator so partnership-friendly",
La Futbike,e-tailer,national (online only),0,https://lafutbike.com/,via contact form on lafutbike.com,Owner-operator,"Mexico-focused retro and modern football jersey e-tailer; deep retro catalogue including Mexico 86 / 94 / 98 classics; partnership-hungry indie","Online only; primary channel lafutbike.com; targets nostalgia-driven Mexican supporter segment; small operator",
Culto Futbol,e-tailer,national (online) + select retail,national,https://mx.cultofutbol.com/,via contact form on mx.cultofutbol.com,Corporate marketing / partnerships lead,"Premium football specialist e-tailer covering Liga MX + La Liga + Premier League + UEFA Champions League + national teams; brand partner to Cancun FC adidas launch; carries Nike / adidas / Puma / New Era / Rinat; one of the cleanest Mexican football-specialist DTC operations","US sister site us.cultofutbol.com; on-channel partner for the Cancun FC adidas debut so already operates club-partnership commercial deals; strongest indie candidate for paid prediction-pool revshare",
Tienda Atlante,independent,Cancun + Quintana Roo,1,(no published e-commerce),via Facebook page,Owner-operator,"Cancun retail shop carrying Club Atlante kit and broad Liga MX merch; sits in same Caribbean tourist catchment as Cancun FC; Atlante are a historic Mexican club (founded 1916) currently in Liga de Expansion; nostalgia + tourist-traffic angle","Trading near Cancun centre; phone via Tripadvisor listing; limited published web presence; FB-first contact",
Marathon Mexico (Marathon Sports),independent,"select malls (CDMX, Monterrey, Guadalajara)",small,via FB pages of individual stores,via Facebook page DM,Owner-operator / regional franchise managers,"Andean sports retailer (Ecuador / Peru / Colombia roots) with selective Mexican presence; carries Mexico national team kit + Liga MX jerseys; smaller chain so easier to pilot a single-store WC2026 prediction-pool activation","Parent Marathon Sports (Marathon Sports SA / Superdeporte CA); LATAM-wide footprint; HQ Guayaquil Ecuador; Mexican store list thin and store-by-store on Facebook",
