name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
KNVB Shop,club-retail,national online (operated by KNVB),0 (online only),https://www.knvbshop.nl/,via onsoranje.nl/over-ons/contact contact form,KNVB Commercial / Nike licensee,"Official Dutch FA webshop for Oranje and Leeuwinnen kit; Nike licensee; primary destination for fans buying the WC2026 home and away jerseys; federation has direct push channels into supporters database","Operated by KNVB (Koninklijke Nederlandse Voetbalbond), Woudenbergseweg 56-58, 3707 HX Zeist (KNVB Campus). Commercial structure ties Nike licence to KNVB. No public commercial inbox; KNVB pers contact knvb.nl/over-ons/contact best escalation route.",
Voetbalfanshop.nl,e-tailer,national online,1 HQ + national delivery,https://www.voetbalfanshop.nl/,customerservice@voetbalfanshop.nl,Customer Service / Owner-operator,"More Footballs BV; affordable official merch focused on European clubs plus Oranje; runs the official online fanshops for several Eredivisie clubs; pure-play football retailer = fast yes","More Footballs BV. HQ Maagdenburgstraat 36, 7421 ZD Deventer. Klantenservice 09:00-17:00 weekdays (Friday to 15:00).",0570 510 276
VoetbalDirect.nl,e-tailer,national online,1 HQ + national delivery,https://www.voetbaldirect.nl/,info@voetbaldirect.nl,Customer Service / Amateur Verenigingen Team,"Pure-play football e-tailer; dedicated amateurverenigingen-contact channel for club bulk orders; runs the VVCS / Voetbaldirect official VVCS-members webshop so already partner-minded","HQ Elisabethhof 25, 2353 EW Leiderdorp. Klantenservice 0252-707077 (weekdays 09:00-21:00, weekends 10:00-17:00). Complaints klachten@voetbaldirect.nl. Listed on Thuiswinkel.org.",0252 707077
11teamsports Nederland,specialist,"national online + 3 physical stores (Apeldoorn HQ, Utrecht, Eindhoven)",~3 + national,https://www.11teamsports.com/nl-nl/,service@11teamsports.nl,Customer Service / Teamwear Sales,"DE-owned football specialist running NL/BE/LU from Apeldoorn HQ; combines retail + teamwear B2B into amateur clubs; covers all major boot and jersey brands; multilingual website already","11Teamsports Benelux Webshop BV. HQ Tweelingenlaan 37, 7324 AP Apeldoorn. Parent 11teamsports GmbH (Crailsheim DE). Phone weekdays 10:00-13:00.",+31 55 521 9498
Soccerfanshop.nl,e-tailer,Breda store + national online,1,https://www.soccerfanshop.nl/,klantenservice@soccerfanshop.nl,Customer Service / Owner-operator,"NL-owned football fanshop with physical store in Breda and online since 2008; deep international replica jersey catalogue; community-rooted in NAC Breda heartland","HQ Haagdijk 35, 4811 TT Breda. Phone 076 205 5265. WhatsApp 06-22333611. Owner-operator scale = quick decision.",076 205 5265
Subside Sports,e-tailer,"national online + correspondence Katwijk",0 (online only),https://www.subsidesports.nl/,info@subside.nl,Customer Service / Owner-operator,"Self-described 'one of the largest suppliers of football merchandise in the world' since 1997; 6000+ products incl. retro and current Oranje + Eredivisie kit; pure-play football merch = perfect fit","Subside Sports BV (KvK 27368887). Correspondence Heerenweg 6 A12, 2222 AM Katwijk. Phone 0900-7827433 (weekdays 09:00-17:00). Listed on Thuiswinkel.org.",0900 782 7433
Unisport.nl,e-tailer,national online (DK parent),0 (online only),https://www.unisportstore.nl/,via faq/account-voorwaarden/contactgegevens form,Customer Service / NL Country Manager,"Danish-founded (1995) 'world's leading online football store'; full Oranje + national-team catalogue plus boots and goalkeeper gloves; runs Unisport community content so prediction-pool overlay aligns with their fan-engagement playbook","Operated by Unisport.com ApS (DK). NL klantenservice via faq/account-voorwaarden/contactgegevens. Maandag-donderdag 10:00-16:00 en vrijdag 10:00-15:00. Strong YouTube + content brand under @UnisportLife.",
COPA Football,specialist,"Amsterdam flagship + online (international)",1 + national,https://copafootball.com/,info@copafootball.com,Founder / NL Retail Manager,"Amsterdam-born retro football brand; 300m2 flagship at Prins Hendrikkade 21-A opposite Centraal Station; brand DNA is retro football storytelling so a Tournamental prediction pool that taps WC nostalgia (Cruijff '74, Bergkamp '98) is a natural co-marketing angle","Operated by COPA Football BV (Amsterdam). Founded 1998. Brand-led so a story-first pitch lands well; cite Total Football heritage.",
Smit-Cruyff,independent,Amsterdam (Elandsgracht),1,https://www.smit-cruyff.nl/,info@smit-cruyff.nl (unverified),Owner-operator / Cruyff family-connected,"Iconic Amsterdam football specialist since 1940; the shop is intertwined with Johan Cruijff's personal mythology (he wore their boots as a boy); Cruyff name + WC2026 angle = press story not just outreach","Elandsgracht 98, 1016 VA Amsterdam. Phone 020-6231735. Listed contact via /contact and /service pages. Cruyff connection makes this an essential NL pilot store. info@smit-cruyff.nl inferred-pattern (unverified).",020 623 1735
Bob van der Heijden Sport,independent,Rotterdam (Bergselaan),1,https://www.bobvanderheijdensport.nl/,bobsport@xs4all.nl,Owner-operator,"80+ year Rotterdam running + football specialist; deep Feyenoord catchment in Rotterdam Noord; supplies kit to Albeda College and several amateur clubs so already inside the club channel","Address Bergselaan 332-C, 3038 CN Rotterdam. Phone (010) 465 8442. Family-owned. xs4all.nl email is the long-published direct line.",010 465 8442
De Wit Schijndel,independent,Schijndel (Noord-Brabant),1 (giant 70000m2 retail park),https://www.dewitschijndel.nl/,jouwsportzaak@dewitschijndel.nl,Director / Family-owned,"Famed Brabant retail destination (70000m2 across 3 halls and 13 departments); huge football department with all major boot brands; PSV catchment so Oranje + PSV jersey demand is locked in","Address Rooiseweg 22, 5481 SJ Schijndel. Phone 073-549 23 56. Family business. Sport mode hall is one of NL's largest single sports floors.",073 549 2356
Ajax Fanshop,club-retail,"Amsterdam (Johan Cruijff ArenA + Kalverstraat city store + online)",2 + online,https://www.ajax.nl/fans/fanshops,ajaxshop@ajax.nl,Ajaxshop Customer Service / Commercial,"Eredivisie giant; Adidas-kitted; flagship at Johan Cruijff Boulevard 1-3 sits next to the ArenA; massive supporter base means single biggest club-retail outreach in NL; Oranje stars (Memphis, De Ligt history) drive WC2026 spillover","Operated by AFC Ajax NV (listed Euronext Amsterdam). Phone 0900-232 2529. Open Monday-Saturday 09:30-18:00, Sunday 11:00-18:00. Commercial escalation via ajax.nl/contact.",0900 232 2529
PSV FANstore,club-retail,Eindhoven (PSV Stadion Philips + City Store Marktstraat + online),2 + online,https://www.psvfanstore.nl/,fanstore@psv.nl,Fanstore Manager / Commercial,"Reigning Eredivisie champions; Puma-kitted (deep Puma WC2026 boot crossover); Stadium store at Stadionplein 4 plus PSV Eindhoven City Store at Marktstraat 3 in the centre; Eindhoven is also Decathlon and Score adjacent so cross-promotion potential","Operated by PSV NV. Phone +31 40 250 5505. Tuesday-Saturday 10:00-17:00, Monday from 12:00. WhatsApp customer service available.",+31 40 250 5505
Feyenoord Fanshop,club-retail,"Rotterdam (De Kuip + Coolsingel + online)",2 + online,https://fanshop.feyenoord.nl/,fanshop@feyenoord.nl (unverified),Fanshop Manager / Commercial,"Cult-status Eredivisie club; Castore-kitted (UK technical partner); Van Zandvlietplein 19 stadium store at De Kuip is a matchday landmark; Feyenoord-Rotterdam pride means WC2026 Oranje + retro Feyenoord overlays drive cross-sell","Operated by Feyenoord Rotterdam NV. Phone fanshop 010-432 44 40. Two Rotterdam fanshops at De Kuip plus De Coolsingel. Contact via fanshop.feyenoord.nl/pages/contact. Email pattern inferred (unverified); confirmed channel is chat + contact form.",010 432 4440
AZ Alkmaar Fancentrum,club-retail,Alkmaar (AFAS Stadion) + online,1 + online,https://www.az.nl/webshop,fancentrum@az.nl,AZ Fancentrum Manager,"Eredivisie regular with strong Noord-Holland fanbase; runs merch via Fancentrum at AFAS Stadion and partner The Merchandise Company; multiple Oranje youth internationals come through AZ academy so WC2026 narrative is natural","Operated by AZ Alkmaar NV. Phone 072 547 80 31. Mailing Antwoordnummer 333, 1800 VB Alkmaar. Merchandise partner The Merchandise Company BV, Tolhuisweg 2, 6071 RG Swalmen, info@themerchandisecompany.com.",072 547 8031
FC Twente Fanstore,club-retail,Enschede (De Grolsch Veste) + online,1 + online,https://shop.fctwente.nl/,cs.fctwente@castore.co.uk,Castore-operated CS / FC Twente Commercial,"Eredivisie club with Castore as teamwear and merchandise partner since 2024; Grolsch Veste store is Twente's matchday focal point; Dutch-speaking staff but commercial escalation routes through Castore UK","Phone +31 53 852 55 21. Colosseum 65, 7521 PP Enschede. Castore manages both the fanstore and webshop. FC Twente commercial inbox commercie@fctwente.nl is the parallel escalation.",+31 53 852 5521
FC Utrecht Fanshop,club-retail,Utrecht (Stadion Galgenwaard) + online,1 + online,https://shop.fcutrecht.nl/,via shop.fcutrecht.nl/pages/contact-opnemen form,Fanshop Manager / Commercial,"Eredivisie regular at Galgenwaard; Castore-kitted; central Utrecht catchment means high foot traffic during WC2026; strong working relationship with Voetbalshop.nl (same city) for distribution","Address Herculesplein 241 Utrecht. Phone 030 888 5560. Match-day hours from 2 hours pre-kickoff to 45 min post-match. Online klantenservice page shop.fcutrecht.nl/pages/fc-utrecht-fanshop-klantenservice.",030 888 5560
FC Groningen Store,club-retail,Groningen (Euroborg) + online,1 + online,https://webshop.fcgroningen.nl/,fanshop@fcgroningen.nl,FC Groningen Store Manager / Commercial,"Eredivisie / KKD club with deep Noord-Nederland fanbase; FanStore at Boumaboulevard 41 entrance of Euroborg; runs province-wide merchandise distribution so already partner-minded with regional retail","Operated by FC Groningen NV. FanStore Tuesday-Friday 12:00-17:00 plus 2 hours pre-kickoff. Office Monday-Friday 09:00-17:00. Provincial reseller network so easy regional rollout.",
Sparta Rotterdam Fanshop,club-retail,Rotterdam (Het Kasteel - Spangen) + online,1 + online,https://spartafanshop.nl/,fanshop@sparta-rotterdam.nl,Fanshop Manager,"Oldest pro club in NL (founded 1888); De Rood-Witte Winkel in west wing of historic Kasteel stadium; smaller fanbase than Feyenoord but loyal so prediction-pool engagement rates lift","Sparta Rotterdam Fanshop Spartastraat 11, 3027 ER Rotterdam. Phone 010 890 92 85.",010 890 9285
Vitesse Fanshop,club-retail,Arnhem (GelreDome + Jansstraat city) + online,2 + online,https://shop.vitesse.nl/,shop@vitesse.nl,Vitesse Fanservice / Commercial,"Eredivisie/KKD club with GelreDome store plus downtown Arnhem fanshop on Jansstraat (in partnership with Voetbalshop Arnhem); Robey-kitted so additional teamwear retail tie-in","Phone WhatsApp 06-82454276. Mailing Batavierenweg 25, 6841 HN Arnhem. Fanservice@vitesse.nl is the supporter inbox; shop@vitesse.nl is the commerce inbox.",06 8245 4276
Heracles Almelo Fanshop,club-retail,Almelo (Asito Stadion + Grotestraat city) + online,2 + online,https://shop.heracles.nl/,fanserviceshop@heracles.nl,Fanshop Manager,"Twente-region Eredivisie/KKD club; two fanshops (Asito stadium + Almelo city centre); deep amateur-club ties in Overijssel which lifts prediction-pool seeding","FanServiceShop at Van Riemsdijkplein 1; Fanshop Stad at Grotestraat 118, Almelo. Phone 0546-817070.",0546 817070
NEC Nijmegen Fanshop,club-retail,Nijmegen (Goffertstadion) + online,1 + online,https://necfanshop.nl/,fanshop@nec-nijmegen.nl,Fanshop Manager / Commercial,"Eredivisie side with deep Gelderland following; Fanshop at Goffertstadion in former reception space; recently launched independent necfanshop.nl webshop so commercially nimble","Phone WhatsApp 0683331304. Weekdays 10:00-17:00. Match-day hours from 2 hours pre-kickoff and 30 min post-final whistle.",06 8333 1304
Go Ahead Eagles Fanshop,club-retail,Deventer (De Adelaarshorst) + online,1 + online,https://www.ga-eagles.nl/contact/,fanstore@ga-eagles.nl,Fanstore Manager,"Eredivisie/KKD veteran (founded 1902); Adelaarshorst fanstore plus Intratuin Deventer pop-up partnership; community-rooted Deventer brand with strong supporter scene around ADHD ultras","Fanstore inbox fanstore@ga-eagles.nl; webshop inbox webshop@ga-eagles.nl. Phone 0570 - 621357 (Tuesday-Friday 09:30-12:00 and 13:00-16:00).",0570 621357
