name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
National Sports,chain,Ontario,Closed 2023 - banner being relaunched by FGL,https://www.nationalsports.com/,via Sport Chek customer service,FGL Sports / Sport Chek Marketing,Historic Ontario sporting goods banner; FGL Sports closed all 17 stores in 2023 but the brand IP and ecomm site remain; watch for relaunch around WC2026,"All physical National Sports stores closed by FGL Sports Sept 2023. Brand owned by Canadian Tire Corp (TSX:CTC.A). Listed here for completeness; direct outreach should route through Sport Chek / FGL Sports.",1-866-883-2453
Soccer World Toronto,independent,GTA (Mississauga + Maple + Vaughan + Brampton + Etobicoke + Markham + Scarborough + Woodbridge),9,https://www.soccerworld.ca/,info@soccerworld.ca,Owner-operator / Sales,Toronto's largest dedicated football specialist chain; 9 GTA locations all in the BMO Field WC2026 catchment; deep youth-club + adult-league supplier relationships across Ontario Soccer; carries adidas/Nike/Puma/Mizuno/Joma boots + every national-team replica,"HQ: 1801 Albion Road, Etobicoke ON M9W 5T1. Privately owned. Strong Ontario Soccer association club-supplier relationships. Phone 1-855-769-3776 (1-855-SOX-FROM also published). Stores: Etobicoke, Mississauga, Vaughan, Brampton, Maple, Markham, Scarborough, Woodbridge, Newmarket.",1-855-769-3776
Soccer Master,independent,GTA + Hamilton + Ottawa + Montreal,~6,https://www.soccermaster.ca/,info@soccermaster.ca,Owner-operator,Independent Eastern Canada football chain; carries adidas/Nike/Puma/Umbro/Joma boots and 70+ national-team replica jerseys incl. Canada / France / Argentina / Mexico; deep supplier to grassroots clubs in two WC2026 host catchments,"Privately owned. Mississauga + Etobicoke + Hamilton + Ottawa + Montreal storefronts. Direct competitor to Soccer World Toronto so worth approaching independently. (unverified pattern: info@soccermaster.ca)",
Soccer Locker,independent,GTA (Newmarket / Vaughan / Mississauga),3,https://www.soccerlocker.ca/,sales@soccerlocker.ca,Owner-operator,Independent GTA football specialist; stocks adidas/Nike/Puma boots + Canada Soccer + EPL + La Liga + Serie A replica kits; runs custom team printing for youth clubs across York Region / Peel,"Privately owned. Newmarket flagship + Vaughan + Mississauga. Direct grassroots club supplier so opting in routes a prediction pool into local club channels. (unverified pattern: sales@soccerlocker.ca)",
La Cabane du Soccer,independent,Montreal (Saint-Léonard + Brossard) + online,2,https://www.lacabanedusoccer.com/,info@lacabanedusoccer.com,Owner-operator,Montreal's leading francophone football specialist; carries CF Montréal replica + Canada Soccer + France + Mexique + Argentine kits; deep Quebec youth-club supplier; Olympic Stadium WC2026 fixtures right in their catchment,"Boutiques: Saint-Léonard + Brossard. Privately owned. Site bilingue (FR + EN). Cible privilégiée pour le marché québécois WC2026. (unverified pattern: info@lacabanedusoccer.com).",
Boutique de Soccer Mondo,independent,Montreal + Laval,2,https://www.soccermondo.com/,info@soccermondo.com,Owner-operator,Independent Montreal football retailer; Laval + Saint-Leonard storefronts; carries adidas/Nike/Puma boots + 100+ national-team replica jerseys; strong CF Montréal supporter base,"Privately owned. Bilingual operation (FR / EN). Direct competitor to La Cabane du Soccer. (unverified pattern: info@soccermondo.com).",
Vancouver Soccer Stop,independent,Burnaby + Surrey (Greater Vancouver),2,https://www.soccerstop.ca/,info@soccerstop.ca,Owner-operator,Greater Vancouver's leading football specialist; Burnaby flagship + Surrey location both in the BC Place WC2026 catchment (7 host matches incl. Canada group fixtures); carries Whitecaps + Canada Soccer + every WC2026 nation replica,"Privately owned. Phone 604-435-6655 (Burnaby) / 604-595-7929 (Surrey). Likely BC Soccer Association club supplier. (unverified pattern: info@soccerstop.ca).",604-435-6655
Soccer Express,e-tailer,national online + Vancouver flagship,1,https://www.soccerexpress.ca/,info@soccerexpress.ca,Owner-operator,"Canada's largest online football specialist; Vancouver storefront; carries adidas/Nike/Puma/New Balance boots, Whitecaps + Canada Soccer + WC2026 national-team replicas; ships nationally so prediction-pool overlay scales beyond BC","Privately owned. HQ Vancouver BC. Strong ecomm operation = natural fit for a prediction pool layered into post-purchase emails. (unverified pattern: info@soccerexpress.ca).",
Niky's Sports Canada,independent,Toronto + online (US parent),1,https://www.nikyssports.com/,canada@nikyssports.com,Canada Operations,US football specialist with Canadian operations and Toronto warehouse; carries WC2026 adidas + Nike + Puma replica kit + Mexico / Argentina / Brazil heritage gear; strong Latino diaspora customer base,"US parent HQ Los Angeles. Canadian operations primarily ecomm + Toronto fulfilment. (unverified pattern: canada@nikyssports.com; backup info@nikyssports.com).",
WeGotSoccer Canada,e-tailer,national online,0 (online),https://www.wegotsoccer.com/,info@wegotsoccer.com,Customer Service / Canada Marketing,US-rooted but operates a Canadian-pricing storefront; carries WC2026 adidas + Nike replica kit and boots with CAD pricing; strong programmatic adspend so partnership-minded,"Parent WeGotSoccer (US). Canadian-pricing storefront available. (unverified pattern: info@wegotsoccer.com).",
Canada Soccer Store,specialist,online,0 (online),https://shop.canadasoccer.com/,merchandise@canadasoccer.com,Canada Soccer commercial team,"Official online retailer for Canada Soccer Mens (Les Rouges) + Womens (CanWNT) replica kit; runs limited-release retro shirts; closest thing to a national football merch channel; will be the primary kit channel for WC2026 home matches","Operated by Canada Soccer (the federation). HQ: 237 Metcalfe Street, Ottawa ON K2P 1R2. Powered by Fanatics global storefront infrastructure. (unverified pattern: merchandise@canadasoccer.com; backup info@canadasoccer.com).",
Toronto FC Team Store,club-retail,Toronto (BMO Field) + online,1,https://shop.torontofc.ca/,via shop contact form,MLSE retail / TFC commercial,Official Toronto FC team store at BMO Field; the venue hosts 6 WC2026 matches incl. Canada's opener; will be a primary supporter-merch and concession touchpoint during the tournament; MLSE runs the retail operation,"Operated by Maple Leaf Sports & Entertainment (MLSE; owned by Rogers + Bell). Powered by Fanatics storefront. HQ: 50 Bay Street, Toronto ON M5J 3X8. Phone 416-815-5982 (BMO Field box office).",
CF Montreal Boutique,club-retail,Montreal (Stade Saputo) + online,1,https://boutique.cfmontreal.com/,boutique@cfmontreal.com,Club commercial / merchandise manager,Official CF Montréal boutique at Stade Saputo; Olympic Stadium next door hosts 7 WC2026 matches incl. Canada / Mexico group games; bilingual store; deeply embedded in Quebec football community,"Owned by Saputo family (privately held; Lino Saputo Jr. is principal). Stade Saputo: 4750 rue Sherbrooke Est, Montreal QC H1V 3S8. Boutique gere en interne. (unverified pattern: boutique@cfmontreal.com; backup info@cfmontreal.com).",514-328-3668
Vancouver Whitecaps Pitch Pro Shop,club-retail,Vancouver (BC Place) + online,1,https://shop.whitecapsfc.com/,via shop contact form,Club commercial / merchandise manager,"Official Vancouver Whitecaps shop at BC Place; BC Place hosts 7 WC2026 matches incl. Canada group games; the only MLS team store inside an actual WC2026 host venue; will see massive footfall during the tournament","Whitecaps FC ownership: Greg Kerfoot, Steve Luczo, Jeff Mallett, Stephen Nash. Stadium: BC Place, 777 Pacific Boulevard, Vancouver BC V6B 4Y8. Storefront powered by Fanatics. Phone 604-669-9283 (Whitecaps general).",604-669-9283
Forge FC Shop,club-retail,Hamilton (Tim Hortons Field) + online,1,https://shop.forgefc.canpl.ca/,info@forgefc.ca,Club commercial / merchandise manager,"Reigning Canadian Premier League champions (4 titles); strong Hamilton + Southern Ontario fan base; Tim Hortons Field is also the CFL Tiger-Cats home so dual-code crossover; partnership-friendly because CPL teams actively seek brand visibility","Owned by Bob Young (Tiger-Cats / Hamilton Sports Group). CPL club. Stadium: Tim Hortons Field, 64 Melrose Ave N, Hamilton ON L8L 7V6. CPL storefronts powered by canpl.ca infrastructure.",
Atletico Ottawa Shop,club-retail,Ottawa (TD Place) + online,1,https://shop.atleticoottawa.canpl.ca/,info@atleticoottawa.com,Club commercial / merchandise manager,Ottawa CPL side owned by Spanish La Liga giants Atletico Madrid; rojiblanco brand carries weight with WC2026-curious football diaspora in the National Capital Region; partnership-minded due to parent-club marketing playbook,"Owned by Atletico de Madrid SAD (Spain). Stadium: TD Place, 1015 Bank Street, Ottawa ON K1S 3W7. CPL storefront infrastructure.",
Pacific FC Shop,club-retail,Langford BC + online,1,https://shop.pacificfc.canpl.ca/,info@pacificfc.ca,Club commercial / merchandise manager,Vancouver Island CPL side; Starlight Stadium in Langford is the only pro football venue on the Island; passionate small-market fan base; partnership-friendly because CPL teams actively seek brand visibility,"Privately owned (Josh Simpson + Rob Friend + Dean Shillington). Stadium: Starlight Stadium, 1089 Langford Parkway, Langford BC V9B 0A5. CPL storefront infrastructure.",
Cavalry FC Shop,club-retail,Calgary (ATCO Field) + online,1,https://shop.cavalryfc.canpl.ca/,info@cavalryfc.ca,Club commercial / merchandise manager,Calgary CPL side; strong Alberta football following; CPL Voyageurs Cup form makes them a regular MLS-vs-CPL upset story; partnership-minded for brand exposure outside Calgary,"Owned by Calgary Foothills Soccer Club ownership group. Stadium: ATCO Field at Spruce Meadows, Calgary AB T2X 4M8. CPL storefront infrastructure.",
Valour FC Shop,club-retail,Winnipeg (Princess Auto Stadium) + online,1,https://shop.valourfootball.club/,info@valourfc.ca,Club commercial / merchandise manager,Winnipeg CPL side sharing ownership with the CFL Blue Bombers; central Canada football foothold; CPL playoff regular; partnership-friendly for prairie-market brand reach,"Owned by Winnipeg Football Club (same group as CFL Blue Bombers). Stadium: Princess Auto Stadium, 315 Chancellor Matheson Road, Winnipeg MB R3T 1Z2. CPL storefront infrastructure.",
HFX Wanderers Shop,club-retail,Halifax (Wanderers Grounds) + online,1,https://shop.hfxwanderers.canpl.ca/,info@hfxwanderers.ca,Club commercial / merchandise manager,Halifax CPL side; the only pro football club in Atlantic Canada; cult Wanderers supporter base; partnership-friendly because Maritime market is otherwise underserved by WC2026 marketing,"Owned by Sports & Entertainment Atlantic (Derek Martin). Stadium: Wanderers Grounds, 5816 Cogswell Street, Halifax NS B3H 1X8. CPL storefront infrastructure.",
York United FC Shop,club-retail,Toronto / York Region + online,1,https://shop.yorkunited.ca/,info@yorkunited.ca,Club commercial / merchandise manager,GTA CPL side at York Lions Stadium; sits right inside the BMO Field WC2026 catchment so a natural pre-match and post-match supporter touchpoint for visiting WC2026 fans,"Owned by Preben Ganzhorn + Tim Bezbatchenko (formerly TFC GM). Stadium: York Lions Stadium, 75 Founders Road, Toronto ON M3J 1P3. CPL storefront infrastructure.",
Vancouver FC Shop,club-retail,Langley BC + online,1,https://shop.vancouverfc.canpl.ca/,info@vancouverfc.ca,Club commercial / merchandise manager,Newest CPL side (debut 2023); Lower Mainland market overlap with Whitecaps + Vancouver Island Pacific FC; partnership-friendly because brand is still building local awareness ahead of WC2026,"Owned by Rob Friend + Vancouver FC ownership group. Stadium: Willoughby Community Park, Langley BC. CPL storefront infrastructure.",
