name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Sneakers Delight,independent,Lisboa (Bairro Alto),1,https://www.facebook.com/sneakersdelight/,sneakersdelightstore@gmail.com,Owner-operator,"Long-running Bairro Alto sneaker boutique stocking Nike, adidas, Puma incl. football crossover (Mercurial, Predator) and Selecção lifestyle pieces; high foot traffic from tourists + locals","Rua do Norte 30, 1200-286 Lisboa; phone +351 213 479 976; pure indie scale; FB primary channel",+351 213 479 976
Rotation Lisbon,independent,Lisboa (Príncipe Real),1,https://www.instagram.com/rotation.lx/,via IG DM @rotation.lx,Owner-operator,"Streetwear / sneaker boutique with hyped Jordan + Nike + adidas releases incl. football crossover drops (Off-White x Nike, Travis Scott, etc.); culture-led so a WC2026 pool angle reads as smart not corporate","Rua do Salitre 29, 1250-198 Lisboa; IG-first contact; small but tastemaker-grade reach in Lisbon's sneaker scene",
Total 90,e-tailer,online (PT-wide),0 (online),https://www.total-90.com/,via contact form + WhatsApp on total-90.com/contact,Owner-operator,"PT-owned online retailer specialising in football replica + retro jerseys with player-version + custom printing for Selecção, Liga Portugal clubs and global teams; runs a Portugal Selecções section","Mainland PT delivery 10-14 days; pure-online operator; WhatsApp is primary fast-channel; ideal for a pre-WC2026 PT-language campaign hook",
Shirtsfutebol,e-tailer,online (PT-wide),0 (online),https://www.shirtsfutebol.com/,encomendassfs@gmail.com,Owner-operator (since 2018),"Independent PT online retailer specialising in retro + vintage Portugal national team jerseys (1966 Eusébio era, 1986 Mexico, Euro 2004, etc.); cult appeal for older fans + collectors","Operating since 2018; PT-language site; email-only contact; tiny but exactly the kind of partner that says yes fast to a free WC2026 tool",
LojaPortugalFutebol,e-tailer,online (PT-wide),0 (online),https://www.lojaportugalfutebol.com/,via contact form (unverified),Owner-operator,"PT-owned online football merch store; Selecção das Quinas focus + Liga Portugal club kits; free shipping over EUR80","Owner / contact details not published on landing page; contact form route only; (unverified) inferred-pattern - pull direct email via LinkedIn if a named owner surfaces",
Liga Portugal Store,e-tailer,online (PT-wide) + Porto HQ,0 (online),https://lojaoficial.ligaportugal.pt/,lojaoficial@ligaportugal.pt,Liga Portugal commercial team,"Official online store for all Liga Portugal clubs in one place; sells FPF Selecção kit + Liga Portugal Betclic and Meu Super club merch; managed by the league directly so a single deal cascades to every club","HQ Rua John Whitehead 69, 4250-540 Porto; one yes here is effectively the entire Liga Portugal club retail layer in a single relationship",
Portugal Store (FPF),club-retail,online + FPF flagship,1,https://portugalstore.fpf.pt/,via contact form on portugalstore.fpf.pt (unverified),FPF commercial / brand desk,"Official online store for the Portuguese national team (Selecção das Quinas) operated by the FPF; runs the Portugal Legends retro collection + all WC2026 home / away / third kits; primary fan funnel into national-team merch","Operated by Federação Portuguesa de Futebol (FPF); FPF general inbox geral@fpf.pt; comms desk comunicacao@fpf.pt; site recently launched a US franchise via Amazon; (unverified) which inbox routes commercial-partnership emails fastest",
Benfica Megastore (Estádio da Luz),club-retail,"Lisboa (Estádio da Luz flagship), Colombo, MAR Shopping Matosinhos, NorteShopping, plus 10+ Benfica Official Stores nationwide",15+,https://www.slbenfica.pt/en-us/loja,megastore@slbenfica.pt,SL Benfica commercial team,"Largest single football retail surface in Portugal at the Estádio da Luz; SL Benfica is the country's most-supported club (~14m claimed global fanbase); Megastore + Benfica Official Store fleet covers most major malls in PT","Megastore Av Eusébio da Silva Ferreira 1500-313 Lisboa; phone +351 210 078 100; email pattern megastore@slbenfica.pt inferred from PT contact directories; commercial dept SL Benfica SAD; megastore@ (unverified) - cross-check vs comercial@slbenfica.pt",+351 210 078 100
Casas do Benfica (Federation),club-retail,"200+ Casas worldwide; PT bricks-and-mortar at Lisboa HQ",~200,https://www.slbenfica.pt/,casas@slbenfica.pt,Federação das Casas do Benfica,"Federation of 200+ official Benfica supporter houses worldwide; many run their own micro-merch counter; one yes from the Federation cascades to every Casa simultaneously","Same Estádio da Luz HQ; surfaced via the PT football clubs sheet but worth a retail-side ping too; biggest single-email multiplier in PT football retail",
FC Porto Store Dragão,club-retail,"Porto Dragão (flagship), NorteShopping, Arrábida Shopping, online",~5,https://store.fcporto.pt/,via contact form on store.fcporto.pt/pt/contact (unverified email),FC Porto commercial / merchandising,"Flagship FC Porto Store at Estádio do Dragão + 5 retail surfaces nationwide; FC Porto fan base 4m+; WC2026 angle = Portugal players (Pepe historic, current Dragão call-ups) plus club replica","Museu FC Porto, Estádio do Dragão, Via Futebol Clube do Porto, 4350-415 Porto; phone +351 225 083 302/305; commercial inbox not published; (unverified) route via contact form is reliable; cross-check loja@fcporto.pt",+351 225 083 302
Sporting CP Loja Verde,club-retail,"Lisboa (Estádio José Alvalade flagship + Multisport Building), Centro Colombo, Almada Forum + online",~5,https://lojaverde.sporting.pt/,apoiolojaonline@sporting.pt,Sporting CP commercial / Loja Verde manager,"Sporting CP official store fleet; reigning Liga Portugal champions (2023-24 / 2024-25) carry strong momentum into WC2026; Loja Verde brand recognised across Lisboa retail","Loja Verde sits inside SCP Sporting Portugal NIF 500766630; flagship Multisport Building Estádio José Alvalade; Almada Forum store 176; switchboard +351 217 516 000; customer line 707 204 444",+351 217 516 000
SC Braga Store,club-retail,"Braga (Braga Parque + Estádio Municipal / A Pedreira club office) + online",2,https://store.scbraga.pt/,info@scbragapt.com,SC Braga commercial team,"SC Braga (Os Arsenalistas) WC2026 angle = Bruma + Roger Fernandes + Vitinha route; Braga Parque store anchors the regional market; the city-centre Liberty Street store closes Dec 2025 with a relaunch coming","Switchboard +351 253 203 400; in-store + online via store.scbraga.pt; new downtown store in scouting phase; current footprint Braga Parque + Estádio Municipal (A Pedreira)",+351 253 203 400
Vitoria SC Store,club-retail,Guimarães (Espaço Guimarães mall + Estádio D Afonso Henriques) + online,2,https://vitoriastore.pt/,comercial@vitoriasc.pt,Vitória SC commercial team,"Vitória SC (Vimaranenses) flagship store at Espaço Guimarães; ~5,000+ socios; strong Minho regional identity; WC2026 angle = André André / academy graduates and Selecção alumni","HQ Praça 26 de Maio, 4810-528 Guimarães; phone +351 253 432 570 / 573; multiple departmental inboxes (geral@, comunicacao@, marketing@, socios@, comercial@); marketing@vitoriasc.pt also valid",+351 253 432 570
Boavista FC Loja Axadrezada,club-retail,Porto (Estádio do Bessa Século XXI) + online,1,https://boavistafc.pt/loja/,via boavistafc.pt/contactos/ (unverified email),Boavista FC commercial,"Boavista FC official store at Estádio do Bessa; iconic axadrezada (chequered) shirt is one of PT football's most distinctive replicas; run in partnership with Kelme PT distributor","Rua O Primeiro de Janeiro, Estádio do Bessa, 4100-365 Porto; phone +351 221 159 866; ops Tue-Fri 13-20, Sat 9-13 (varies on match days); Kelme PT distributor doubles as kit + retail partner",+351 221 159 866
CS Maritimo Store,club-retail,Funchal (Madeira) + online,2,https://store.csmaritimo.org.pt/,via csmaritimo.org.pt/instituicao/contactos-2/ (unverified email),CS Marítimo commercial,"Marítimo official online store + 2 Funchal locations; Madeira-island anchor for football retail; emigrant Madeirense diaspora + Cristiano Ronaldo home-island halo make WC2026 pull strong","Loja D Carlos I, 14, 9064-505 Funchal +351 291 205 000; Loja na Pita, 9000-160 Funchal +351 291 724 055; under-served Madeira market with low gatekeeping",+351 291 205 000
Rio Ave FC Store,club-retail,Vila do Conde + online,1,https://rioavefc.pt/en/loja/,via rioavefc.pt contact form (unverified),Rio Ave FC commercial,Rio Ave FC official online store + stadium counter at Estádio dos Arcos in Vila do Conde; Liga Portugal Betclic side; smaller club = faster yes on a free engagement tool,"Vila do Conde location; runs via Liga Portugal Store retail layer too at lojaoficial.ligaportugal.pt; (unverified) commercial inbox - cross-check loja@rioavefc.pt",
FC Famalicao Shop,club-retail,Famalicão + online,1,https://www.fcfamalicao.pt/en/shop/,via fcfamalicao.pt contact form (unverified),FC Famalicão commercial,FC Famalicão Liga Portugal Betclic side; small club retail presence ideal for a low-friction free-tool partnership; community-anchored fan base in V N Famalicão,"V N Famalicão club shop; runs via Liga Portugal Store too; (unverified) commercial inbox - cross-check loja@fcfamalicao.pt",
Casa Pia AC Loja,club-retail,Lisboa (Pina Manique) + online via desportiva.pt,1,https://desportiva.pt/loja/casa-pia-ac/,via desportiva.pt contact form (unverified),Casa Pia AC commercial,"Casa Pia AC returned to top flight 2022-23 and continues to punch above its weight; small operation, fan-base growing fast; WC2026 free-tool fit obvious","Operated jointly with Desportiva.pt e-tailer; Casa Pia HQ Pina Manique Lisboa; (unverified) email - cross-check geral@casapiaac.pt",
Estoril Praia Store,club-retail,Estoril (Estádio António Coimbra da Mota) + online,1,https://estorilpraia.pt/,via estorilpraia.pt contact form (unverified),Estoril Praia commercial,"Estoril Praia (Os Canarinhos) Liga Portugal Betclic side; coastal Cascais / Estoril catchment skews international + tourist; perfect for an English / PT bilingual WC2026 pool","No standalone online store URL surfaced; merch sold via club site + Liga Portugal Store; (unverified) inbox - cross-check geral@estorilpraia.pt",
The Athletes Foot Portugal,chain,"national (mall-anchored: Lisboa, Porto, Faro, Coimbra)",~14,https://www.theathletesfoot.pt/,via help.theathletesfoot.pt or +351 215 826 760,Accent Group Iberia / TAF PT manager,"TAF carries football boots adidas/Nike/Puma; mall-anchored; PT retail extension of the Accent Group portfolio; sister brand to Hype DC, Platypus, Skechers AU","Owned by Accent Group (ASX-listed Richmond AU); same parent across AU/NZ/PT; (unverified) marketing inbox - escalation via Accent Group Iberia",
Sprinter Sport Zone Madeira,chain,"Funchal (Madeira Shopping, Forum Madeira)",2,https://www.sprintersports.com/pt,via sprintersports.com/pt contact form,Store manager / regional ops Madeira,"Madeira regional cluster of Sport Zone covering Funchal mall traffic; useful for a Madeira-specific WC2026 pool tied to Ronaldo's home island","Sub-cluster of the national Sport Zone fleet; same parent JD Group / ISRG Iberia; commercial routes through national HQ",
