name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Foot Locker Italia,chain,national (mall and high-street),~80,https://www.footlocker.it/,via Help Center contact form on footlocker.it,Customer Service / Italy Marketing,Global sneaker chain; carries WC2026 Adidas Trionda-themed lifestyle drops and a range of national-team replica jerseys; sneaker-culture overlap with Italian football fashion through Fila/Nike/adidas/Jordan,"Foot Locker Italy Srl, Via A. Ponchielli 7, 20129 Milano. Parent Foot Locker Inc (US). No public Italy marketing email; submit via Help Center.",
Snipes Italia,chain,"national (Milano CityLife and Corso Buenos Aires, Roma Termini, Roma Est and more)",~12,https://www.snipes.it/,via contact form on snipes.it,Customer Service / Italy Marketing,German sneaker-streetwear chain; over 300 European stores including a fast-growing Italian footprint; younger 18-30 demographic that overlaps with Italian football social media engagement; carries football-lifestyle Nike/adidas/Jordan drops,"SNIPES Italia. Parent SNIPES SE (Cologne, Germany), owned by Signa Sports United / now JD Sports group. Italian retail run by GS Retail.",
Courir Italia,chain,"national (Milano, Roma, Forli, Marcianise, Assago, Venezia, Lonato)",~10,https://www.courir.it/,via store-finder on courir.it,Customer Service / Italy Marketing,French sneaker chain expanding rapidly into Italian outlet villages and CBD locations; carries the same WC2026 football-lifestyle Nike/adidas drops; outlet positioning fits a promo-pool sweetener,"Courir SAS (Paris, France). Italian growth through outlet villages (Castel Romano, Serravalle, etc.) and major CBD.",
Macron Sports Hub,chain,"170+ Macron Sports Hub stores worldwide, with the densest cluster in Italy (Bologna, Casalecchio di Reno, Rastignano and more)",170,https://www.macron.com/,via clubshop.macron.com/default/contacts,Retail Partner Manager (Macron SpA),Italian sportswear brand of Bologna FC, SS Lazio, Crystal Palace, Sporting CP and many more; runs 170+ Sports Hub franchise stores worldwide with a deep Italian footprint; ideal partner because Macron-kitted clubs need WC2026 cross-promo during Serie A,"Macron SpA, Via Giulio Pastore 57, 40053 Valsamoggia loc. Crespellano (BO). Italian sportswear manufacturer; campus 22000 sqm expanding to 100000 sqm. Founded 1971. Partnerships dept best route.",
Erreà,franchise,"Italian network anchored in Parma + 'Erreà Play Parma' and 'Erreà Republic' single-brand stores across northern Italy",30+,https://www.errea.com/,via contact form on errea.com/about-us,Brand / Retail Manager (Erreà Sport SpA),Italian sports manufacturer with HQ near Parma; technical sponsor of Parma Calcio and historically of many Serie A and European football clubs; Republic line targets young consumers (the WC2026 social-share demographic),"Erreà Sport SpA, Via Sacca 5, 43058 San Polo di Torrile (PR). Founded by Angelo Gandolfi (still president). Strong customisation pitch fits store-branded prediction pools.",
Sports Direct Italia,online,online only (no physical stores in Italy yet),0,https://www.sportsdirect.com/,via Customer Services form on sportsdirect.com,Customer Services / Frasers Group Italy lead,Frasers Group flagship online sports retailer; ships into Italy with broad Everlast / Slazenger / Karrimor / adidas / Nike / Puma stock incl. Italy and other-nation Serie A kit; pricing-aggressive online competitor to Decathlon,"Frasers Group plc (UK). No Italian physical retail yet; Italian customers serviced via sportsdirect.com.",
Subside Sports,e-tailer,online (UK / EU multi-region site) + Berlin physical store,1 physical + global online,https://www.subsidesports.com/,info@subsidesports.com (unverified),Customer Service,Approved international football-shirt retailer with a dedicated Italy / Serie A vertical; full Italy national team range with name and number printing; stocks Serie A B and C jerseys plus other-nation WC2026 kits that Italian fans buy as observers,"Subside Sports BV (Netherlands HQ) with Berlin storefront and UK ops. Ships to Italy in multiple languages. Email subsidesports.com pattern firstname@subsidesports.com (unverified).",
Classic Football Shirts,e-tailer,"online (global) + physical stores in Manchester, London, NYC",4 physical + global online,https://www.classicfootballshirts.com/,info@classicfootballshirts.com (unverified),Customer Service,World-leading retro and modern football shirt retailer with a deep Italy / Serie A catalogue; vintage Azzurri jerseys cluster around 1990 and 2006 nostalgia which Italian fans will lean into harder while their team is absent from WC2026,"Classic Football Shirts Ltd, Manchester UK. Italian shoppers are a top-five market for the site's Serie A and Italy national team verticals.",
Footballitalia.it,e-tailer,online (Italy national),0 (online only),https://www.footballitalia.it/,via contact form on footballitalia.it/en/contact-us,Owner-operator,Italian online football specialist retailer; multi-brand boots and replica jersey stock; small-team-decision agility makes them quick to say yes to a no-cost prediction-pool overlay,"Italy-based domain. Owner-operator scale, ideal pilot partner for an Italian-language store-branded pool.",
Foot-Store.it,e-tailer,online (Italy national),0 (online only),https://foot-store.it/,contact@foot-store.com,Customer Service,French-rooted football specialist with a fully localised Italian storefront; goalkeeper and referee verticals as well as boots and balls; published direct customer-service email; quick partner-style turnaround,"Operated by Foot-Store / La Boutique du Football SAS (Paris, France). Italian site is the localised storefront for IT customers.",
Officina dello Sport,independent,Castelfranco Veneto (TV) + national online,1 + e-com,https://www.officinadellosport.com/,castelfranco@officinadellosport.com,Owner-operator,Veneto football specialist with one of the deeper Italian online football catalogues; boots / jerseys / balls / training equipment; WhatsApp-first service signals partner-friendly small business,"Officina dello Sport Srl, Via della Borsa 1/E, 31033 Castelfranco Veneto (TV). Phone 0423 371245. WhatsApp +39 329 168 5626. Hours Lun 15:30-19:30, Mar-Sab 10-12:30/15:30-19:30.",+39 0423 371245
Pantofola d'Oro,independent,Ascoli Piceno HQ + online + selected wholesale,1 + online,https://www.pantofoladoro.com/,via contact form on pantofoladoro.com,Brand / Marketing Manager,Handcrafted Italian football boot heritage brand (Lazzarini cobbler 1886; football boots since 1950s); Ascoli Piceno factory; Italian-made narrative is a perfect WC2026 story angle for a country whose team is absent,"Pantofola d'Oro SpA, Ascoli Piceno (AP). Italy's most famous artisan football boot maker. Cross-listed at Sports Direct, Goalinn, Pro:Direct.",
FIGC Store (Italia National Team),club-retail,online + temporary popups around national fixtures,0 (online),https://store.figc.it/,via contact form on store.figc.it,FIGC commercial / Fanatics partnership,Official online retailer for the Italy national team (Azzurri) and FIGC merchandise; adidas-supplied match and training kits with custom name and number; emotional retention play for fans navigating a no-Azzurri WC2026,"Operated by Fanatics Commerce Italy on behalf of FIGC (Federazione Italiana Giuoco Calcio). The Italy-fans-without-Italy narrative is perfectly placed at this store.",
Juventus Megastore (Allianz Stadium),club-retail,Torino + global online + 9 owned stores incl. Milano and Roma,9+,https://store.juventus.com/,juventusmegastorestadio@fanatics.com,Megastore Manager / Fanatics partnership,Juventus is Italy's most-followed football brand globally (more than 100M social followers) and its retail arm has 9 owned stores plus a global online; cross-promo to Argentinian (Messi nostalgia) and Brazilian shirt buyers who shop Juve too,"Operated by Fanatics Italy. Megastore: Via Druento 153, 10151 Torino. Phone +39 055 029 6272. Other Juventus Stores in Milano (Galleria San Federico/Brera) and Roma.",+39 055 029 6272
AC Milan Store (Casa Milan / San Siro),club-retail,"Casa Milan, San Siro stadium, Milano centro and selected outlets",6,https://store.acmilan.com/,licensingenquiries@acmilan.com,Commercial Licensing,Seven-time European champion with global brand reach; Casa Milan HQ acts as flagship retail and event space; runs Puma kit so a prediction pool dovetails with Puma's WC2026 boot push; Italian Rossoneri audience and global diaspora,"AC Milan SpA, Via Aldo Rossi 8, 20149 Milano. Call centre +39 02 8295 8070 (Lun-Sab 9-18). Sponsorship enquiries sponsorshipenquiries@acmilan.com. Events eventi@acmilan.com.",+39 02 8295 8070
Inter Milan Store (Galleria Passarella / San Siro),club-retail,"San Babila flagship, Castello Via Dante, San Siro stadium",3,https://store.inter.it/,via contact form on store.inter.it/en/contact-us,Customer Care / Fanatics partnership,Inter is reigning Scudetto holder and 2023 UCL finalist with deep international fanbase; flagship San Babila store sits on one of Milano's busiest pedestrian corridors; Nike kit ties into WC2026 Nike boot drops,"FC Internazionale Milano SpA. San Babila: Galleria Passarella 2, 20122 Milano (+39 02 7601 6297). Castello: Via Dante 16, 20122 (+39 02 9713 9277). San Siro Gate 14: Piazzale Angelo Moratti, 20151 (+39 02 8219 7350). PEC customerservicefanatics@postecertificate.it.",+39 02 7601 6297
AS Roma Store,club-retail,"Roma (Piazza Colonna, Piazza dei Cinquecento, Via del Corso, Via Arenula, Via Ottaviano)",5+,https://store.asroma.com/,callcenter@asroma.it,AS Roma Customer Care,Roma carries one of Italy's most passionate domestic followings (Curva Sud); flagship Piazza Colonna store is a top tourist photo-stop; prediction pool tied to other-nation shirts (Brasile, Argentina) works because Roma fans buy them as second jerseys,"AS Roma SpA, Roma. Call centre +39 06 8938 6000 (Lun-Ven 9:00-18:30). Multiple Rome storefronts incl. Piazza Colonna 360 and Via del Corso 26/27. Online store operated under Fanatics arrangement.",+39 06 8938 6000
SS Lazio Store (Lazio Style 1900),club-retail,"Roma (Via di Propaganda, Via Calderini, Roma Est, Valmontone, Ostia, Parco Leonardo)",6,https://www.laziostylestore.com/,via contact form on laziostylestore.com,Lazio Style 1900 Retail Manager,Lazio's 'Lazio Style 1900' chain runs 6 owned stores incl. the via di Propaganda flagship off Piazza di Spagna; Mizuno-supplied kit ties into Mizuno's smaller but growing WC2026 boot story; tifosi Biancocelesti deeply engaged year-round,"SS Lazio SpA. Via di Propaganda 8A/8B/9/10, 00187 Roma (+39 06 678 1574). Via G. Calderini 66/C, 00196 Roma (+39 06 3254 1745). Roma Est: Via Collatina km 12,800 (+39 06 2251 0795). Parco Leonardo +39 06 6549 9801.",+39 06 6781 574
SSC Napoli Official Store,club-retail,Napoli + online,3,https://store.sscnapoli.it/,via contact form on store.sscnapoli.it/en/contact-us,Customer Service,Napoli is reigning recent Scudetto champion and the only Italian club to be carried into WC2026 hype via its global Maradona-Argentina cultural link; perfect 'watch the world predict' angle since Napoli fans cheer Argentina,"SSC Napoli SpA, Via del Maio di Porto 9, 80133 Napoli. Phone (per IG) +39 324 834 5886. Italian-language store with EMP / Fanatics partnership.",+39 324 834 5886
ACF Fiorentina Store,club-retail,"Firenze (Duomo flagship, Centro Commerciale I Gigli, Coverciano area)",3,https://www.fiorentinastore.com/,customercare@fiorentinastore.com,Customer Care / Fanatics partnership,Viola tifosi have strong year-round engagement; flagship Duomo store at Borgo San Lorenzo 11/R is in the most-visited tourist district in Italy; cross-promo on Conference League continuing campaign and WC2026,"ACF Fiorentina SpA. Duomo: Borgo San Lorenzo 11/R, 50123 Firenze (+39 055 029 6174). I Gigli: Campi Bisenzio. Online ops via Fanatics. PEC customerservicefanatics@postecertificate.it.",+39 055 029 6174
Atalanta BC Store,club-retail,"Bergamo (Bergamo Centro at Viale Papa Giovanni XXIII 30, online)",2,https://store.atalanta.it/,storecustomercare@atalanta.it,Atalanta Store Customer Care,Atalanta is the surprise Serie A and Europa League winner with rising international profile; Joma kit; Bergamo Centro flagship is open every day continuously; strong tifosi Nerazzurri fan club network for a localised pool,"Atalanta Bergamasca Calcio SpA. Bergamo Centro store: Viale Papa Giovanni XXIII 30. General inbox info@atalanta.it. Joma technical sponsor.",
Bologna FC 1909 Store,club-retail,"Bologna (Via d'Azeglio 1/E flagship, Stadio Dall'Ara Via dello Sport 6)",2,https://www.bolognafcstore.com/,via Customer Care portal on bolognafcstore.com,Customer Care / Fanatics partnership,Bologna is back in Europe and Macron-kitted; flagship Via d'Azeglio store is on the principal pedestrian corridor; prediction pool fits the club's Champions League continuing-season story,"Bologna FC 1909 SpA. Flagship Via d'Azeglio 1/E (+39 055 029 6172). Stadium store Via dello Sport 6 (+39 055 029 6179). PEC customerservicefanatics@postecertificate.it.",+39 055 029 6172
Torino FC Store (Granata Store),club-retail,Torino (Corso Agnelli flagship + online),2,https://torinofcstore.com/,via contact form on torinofcstore.com,Granata Store retail (Torino FC),Toro tifosi run an old-school season-ticket community; Corso Agnelli store is a derby-week magnet; smaller club with hungry commercial team easier to close than the European giants,"Torino FC SpA. Corso Agnelli 24/A, 10134 Torino. Phone 011 350 713. Original 2006 GranataStore now under torinofcstore.com.",+39 011 350 713
Genoa CFC Store,club-retail,"Genova (Via XII Ottobre 43r flagship), online + matchday popups",1,https://store.genoacfc.it/,concierge.genoa@castore.co.uk,Castore Genoa Concierge,Italy's oldest football club (founded 1893) with rising commercial profile under 777 Partners / Dan Sucu and Castore-supplied kit; flagship store opposite De Ferrari metro stop is high-traffic Genova centro,"Genoa CFC SpA. Store at Via XII Ottobre 43 rosso, Genova. Castore is technical sponsor and runs the store concierge inbox.",
Sampdoria Point Store,club-retail,Genova (Via XX Settembre 252) + online,1,https://www.sampdoria.it/,via club commercial form on sampdoria.it,Sampdoria Commercial / Merchandise Manager,Sampdoria has a fiercely loyal Genovese ultras community even through relegation; Via XX Settembre store is high-traffic shopping street; prediction pool plays well to the under-pressure rebuild narrative,"UC Sampdoria SpA. Sampdoria Point at Via XX Settembre 252, 16121 Genova.",
