name,type,regions,store_count,website,best_contact_email,best_contact_role,why_target,notes,phone
Fútbol Emotion (Sports Emotion Hub),chain,national + Italy + Portugal,~27 (24 in Spain),https://www.futbolemotion.com/,info@futbolemotion.com,Co-founder Javier Sánchez Broto / corporate team,"Aragonese football specialist (ex-Soloporteros); 24 megastores in Spain plus Italy + Portugal; Puerto Venecia Zaragoza is the largest football-specialty store in Spain (1200 m²); operates official tienda Real Zaragoza; own SP goalkeeper brand; deep into clubs channel; the single highest-fit specialist chain in Iberia","HQ Calle Turiaso 27 50197 Zaragoza (sociedad Sports Emotion Hub SL). Phone 902 10 75 60 / 876 61 09 93. Stores listed: Madrid (Bravo Murillo + La Vaguada + Megapark + Oasiz + Parque Oeste + Parquesur); Barcelona (Born + Diagonal Mar + Splau); Bilbao Megapark; A Coruña Marineda; Asturias Parque Principado; Granada Nevada; Mallorca Palma; Málaga; Sevilla Lagoh; Tarragona; Valencia; Valladolid Río; Vigo Gran Vía; Vitoria; Zaragoza Puerto Venecia; Gran Canaria Las Terrazas; San Sebastián Garbera. Owner-founder is ex-goalkeeper Javier Sánchez Broto - press hook.",+34 902 107 560
Soloporteros (Futbol Emotion Madrid),independent,"Madrid (Ronda de Segovia, Calderón area)",1 flagship,https://www.futbolemotion.com/,info@futbolemotion.com,Co-founder Javier Sánchez Broto,"Original Madrid flagship of the Fútbol Emotion group near old Vicente Calderón; goalkeeper-led specialty inventory; David de Gea launched Nike gloves here; ideal PR hook for a Spain-keeper prediction-pool angle",Rda. Segovia 49 Bajo B Madrid. Phone 91 473 99 12. Now sits inside the Fútbol Emotion group but retains its own flagship identity. SP gloves brand born here in 2005.,+34 914 739 912
LiderSport,e-tailer,online + España,1 (online),https://www.lidersport.es/,via website contact (unverified),Owner-operator,"Spanish online football specialty retailer; broad Nike/adidas/Puma boots and team kits; sells on Amazon.es marketplace too; small operation",No public corporate email. Site form is the primary route. Small enough to move fast on a partnership.,
Deporvillage,e-tailer,online + 2-3 physical,1 HQ + Madrid + Granada stores,https://www.deporvillage.net/,atencionalcliente@deporvillage.com,Customer service / corporate marketing (corporate.deporvillage.net),"Catalan sports e-tailer (cycling-led but broad multi-sport); 1200 m² Madrid Alcorcón store; 750 m² Granada store with urban-athlete clothing; football-replica + boots sit inside the assortment","HQ Sant Fruitós de Bages (Barcelona); 2600 m² since 2022 (previously Manresa). Phone 902 73 23 38. Founded 2010 by Xavier Pladellorens and Ángel Corcuera. Acquired by JD Sports / ISRG family in 2022.",+34 902 732 338
Wala / Walashop (Grup Unipreus),chain,Cataluña + national online,~10 across Cataluña,https://www.walashop.com/,info@walashop.com,Customer team / Unipreus group marketing,"Catalan multi-deporte chain owned by Unipreus group; stores in Barcelona, Tarragona, Lleida, Girona, Vic, Sabadell etc.; specialised in football alongside outdoor, cycling, padel, basket; physical pickup network strengthens prize fulfilment","Group HQ Lleida (Unipreus SL). Founded 1998. Multi-store pickup option already wired so prize-collection logistics easy. Sister-brand Prilow in Lleida.",
Unipreus,chain,Lleida + Cataluña,2 main + Walashop network,https://grupunipreus.com/,via /es/ contact form,Director (familiar 1940),"Family-owned Catalan deportes group founded 1940 (Lleida); operates Unipreus Bisbe Irurita store plus Pol. Creu del Batlle and the Walashop sister network; deep school + club channel in Lleida province",Carrer del Bisbe Irurita 25 25006 Lleida (phone 973 28 10 95). Industrial store Pol. Ind. Creu del Batlle Crta N-II Km 459 25194 Lleida (phone 973 281 550). Family business 8 decades old.,+34 973 281 095
Deportes Apalategui,independent,Gipuzkoa (San Sebastián + Zumarraga),2,https://deportesapalategui.com/,via website contact,Owner-operator,"Gipuzkoa football + running specialist since 1987; Donostia/San Sebastián + Zumárraga stores; deep Basque community fit; ideal pair to a Real Sociedad / Athletic Club WC2026 promotion","Founded 1987. Local heritage 30+ years. Strong fútbol + running specialty alongside montaña + senderismo. Owner-operator scale.",
Foot on Mars,chain,national,~30+,https://www.footonmars.com/,via website contact,Owner-operator / Twinner group,"Spanish sneakers specialty chain owned by the Twinner group; Bravo Murillo Madrid flagship with 400+ display sneakers; Nike + adidas + NB + Vans focus - football crossover sells well during WC2026","Madrid flagship Calle Bravo Murillo 127. Part of Twinner group. Multiple shopping-centre locations across Pontevedra + Madrid and others. Outlet model so margin-friendly.",
Twinner / Iruña Sport,franchise,national independent network,~80+ Twinner members,https://www.iruna-sport.com/,via member-store websites,Member-store owners,"National independent retail co-op; member stores carry football boots and jerseys; each franquiciado runs its own marketing - opt-in model works for a low-friction WC2026 promo without head-office approval","Twinner is one of the largest national retail groups in Spain (deportes + outdoors). Famous Pamplona member Iruña Sport closed but the broader Twinner network remains. Members include Sport Center Twinner Cáceres / Plasencia + Twinner Performance + PM Sport-Twinner + Deportes Caneda and others.",
Tienda Oficial RFEF (La Roja),club-retail,Las Rozas Madrid + online,1 + online,https://shop.rfef.es/,rfef@rfef.es,RFEF Comercial team,"Official Spanish federation shop; carries La Roja replica home + away kits, Lamine Yamal #19 and other player names, training, fashion, women's national team kit; physical store at Ciudad del Fútbol Las Rozas; the single highest-prestige store to partner with for a Spain WC2026 prediction pool",Centralita 914 95 98 00. Fax 914 95 98 01. RFEF (Real Federación Española de Fútbol). Ciudad del Fútbol Las Rozas de Madrid. Commercial team manages partnerships - escalation path runs through RFEF marketing department.,+34 914 959 800
FC Barcelona Megastore (Spotify Camp Nou),club-retail,Barcelona,1 flagship + city stores,https://store.fcbarcelona.com/,via store.fcbarcelona.com /pages/contact-us,Club commercial / merchandise team,"World's largest single-club store at 2000 m² of merchandise (3000+ items); reigning La Liga side; runs Lamine Yamal-led 2026 commercial cycle; flagship sits in Camp Nou grounds with Museu del Barça connection",Camp Nou C. de Aristides Maillol s/n 08028 Barcelona. Phone 902 18 99 00. Operated under FC Barcelona's Barça Licensing & Merchandising arm.,+34 902 189 900
Real Madrid Tienda Bernabéu,club-retail,Madrid,1 flagship + city stores,https://shop.realmadrid.com/,via realmadrid.com /el-club/contacto,Club commercial / Adidas joint team,"Real Madrid official store at Santiago Bernabéu (re-opened June 2024); 700 m² across two floors on the west side of the stadium next to the Presidential Box; shared with adidas brand space; the single highest-volume football-retail address in Spain",Paseo de la Castellana 121 Madrid. Phone 919 49 21 86. Shop entrance Calle Padre Damián. Operated jointly with adidas (Real Madrid official outfitter).,+34 919 492 186
Atlético de Madrid Megastore (Riyadh Air Metropolitano),club-retail,Madrid,1 flagship + Gran Vía store,https://www.atleticodemadrid.com/,via /atm/contacto,Club commercial / Atleti Store team,"Atleti Megastore at Riyadh Air Metropolitano stadium; 1300 m² on the west side first floor; football boots, training, official kit models, custom-printing zone; second store on Gran Vía",Avenida de Luis Aragonés s/n Madrid. Phone 91 399 82 98. Operated by Atlético de Madrid commercial. Match-day extended hours.,+34 913 998 298
Sevilla FC Tienda Oficial (SFC Store),club-retail,Sevilla,1 + online + outlet,https://shop.sevillafc.es/,via shop.sevillafc.es contact,Club commercial / merchandise manager,"Official Sevilla FC store at Estadio Ramón Sánchez-Pizjuán; runs an outlet store too; strong Andalusian fan engagement; Sevilla has multiple Spain internationals - natural WC2026 cross-promotion",Calle Sevilla Fútbol Club s/n 41005 Sevilla. Phone 954 54 30 30. Operated by Sevilla FC SAD commercial division.,+34 954 543 030
Real Betis Tienda Oficial (Benito Villamarín),club-retail,Sevilla,1 + city stores,https://shop.realbetisbalompie.es/,via realbetisbalompie.es /club/contacto,Club commercial team,"Real Betis flagship at Benito Villamarín stadium; renovated 400 m² Preferencia space; additional Plaza Nueva city store; strong Andalusian rivalry hook with Sevilla creates a derby-prediction angle for WC2026",Avenida del Padre García Tejero 1 41012 Sevilla. Phone +34 954 621 758. Closed Sundays. Operated by Real Betis Balompié SAD commercial division.,+34 954 621 758
Athletic Club Tienda (San Mamés),club-retail,Bilbao,2 stores (San Mamés + Alameda Recalde),https://shop.athletic-club.eus/,info@athletic-club.eus (via /contact),Club commercial team,"Athletic Club official store at San Mamés stadium; second store at Alameda Recalde Bilbao city centre; iconic Basque-only signing policy gives the club a unique identity in WC2026 messaging","Paseo Rafael Moreno 'Pitxitxi' entre puertas 0-26 48013 Bilbao. Phone 946 85 24 39. Athletic Club is owned by socios (cooperativa) rather than a SAD - decisions sit with the comercial director under the board.",+34 946 852 439
Real Sociedad RS Store (Reale Arena),club-retail,Donostia / San Sebastián,1 + city stores,https://rsstore.realsociedad.eus/,rsstore@realsociedad.eus,Club commercial / store manager,"Real Sociedad official store at Reale Arena Anoeta; verified direct store email; carries Macron-made kit + training + souvenirs; ideal twin partner with Athletic Club for a Basque-derby WC2026 promo",Anoeta Pasalekua 6 20014 Donostia/San Sebastián Gipuzkoa. Phone 943 45 56 29. Operated by Real Sociedad SAD commercial division. Closed Sundays.,+34 943 455 629
Valencia CF Tienda Oficial (Mestalla),club-retail,Valencia,1 flagship + Colón 50 store,https://www.valenciacf.com/mestalla-store,via valenciacf.com /es/contact,Club commercial team,"Valencia CF Mestalla Store flagship plus Colón 50 city store; flagship at Plaza Valencia Club de Fútbol 2; broad official Valencia CF kit, fashion and merchandise; strong Levantine fan engagement","Plaza Valencia Club de Fútbol 2 Valencia. Phone 96 389 13 21. Operated by Valencia CF SAD. Matchday hours extended.",+34 963 891 321
Villarreal CF Tienda Oficial,club-retail,Vila-real (Castellón),1 + Plaça Major store,https://shop.villarrealcf.es/,taquillas@villarrealcf.es,Club commercial / ticketing,"Villarreal CF official store at Estadio de la Cerámica; second store at Plaça Major 19 in town centre; smaller fan base than top-4 clubs means partner-minded; tournament-prediction overlay fits well during WC2026",Plaza Mayor 19 12540 Vila-real (Castellón). Phone 964 52 49 21. Estadio de la Cerámica Calle Blasco Ibáñez 2 12540. Operated by Villarreal CF SAD.,+34 964 524 921
RC Celta Tienda Oficial (Abanca Balaídos),club-retail,Vigo,1 + city stores,https://shop.rccelta.es/,via rccelta.es contact,Club commercial / store manager,"Renovated 400 m² store at Abanca Balaídos with 24-hour online-pickup point; also runs official Coolligan retro collection - already partner-minded on football-lifestyle collabs; Galician anchor",Avenida de Balaídos s/n Estadio de Balaídos Vigo. Phone 986 11 09 00. Operated by RC Celta SAD. Recently rebuilt store opened 2024.,+34 986 110 900
RC Deportivo DéporTienda (Riazor),club-retail,A Coruña,1 stadium + Marineda City,https://deportienda.es/,via deportienda.es contact,Club commercial / store manager,"RC Deportivo official store DéporTienda at Abanca Riazor lower deck plus Marineda City mall outpost; iconic Galician brand revival underway with promotion ambitions; cult fan base for WC2026 supporter angle","Estadio Abanca-Riazor and Marineda City. Office at Avenida de La Habana s/n entrance VIP Boxes Abanca-Riazor. Operated by RC Deportivo SAD comercial. Hours Mon-Sat 10-22 at Marineda.",
RCD Espanyol RCDE Store,club-retail,Cornellà (Barcelona),1 + city stores,https://shop.rcdespanyol.com/,info@rcdespanyol.com,Club commercial / store manager,"RCDE Store at the Stadium in Cornellà; second-club-in-Barcelona positioning gives a counter-narrative angle to FC Barcelona; sector 100 inside Stadium plus city outlet",Av. del Baix Llobregat 100 08940 Cornellà de Llobregat Barcelona. Stadium switchboard 93 292 77 00. Store alt 93 325 36 33. Operated by RCD Espanyol de Barcelona SAD.,+34 932 927 700
CA Osasuna Tienda Oficial (El Sadar),club-retail,Pamplona / Iruña,1,https://tienda.osasuna.es/,via tienda.osasuna.es /es/contact,Club commercial team,"Osasuna official store at Estadio El Sadar; recently rebuilt by Balat; Navarrese community-owned model (no investors); ideal for a regional WC2026 prediction pool with local prize fulfilment",Calle del Sadar s/n 31007 Pamplona Iruña Navarra. Phone 948 24 74 97. Operated by Club Atlético Osasuna (members-owned).,+34 948 247 497
Real Zaragoza Tienda Oficial,club-retail,Zaragoza,2 (Romareda + Calle Alfonso),https://www.realzaragoza.com/tiendas-oficiales,via realzaragoza.com contact,Club commercial / Fútbol Emotion partnership,"Real Zaragoza tienda oficial at La Romareda plus city-centre store near Plaza del Pilar (run with Fútbol Emotion); Segunda División but huge socios base; direct overlap with Fútbol Emotion - one yes here is two yeses","Calle Eduardo Ibarra 6 50009 Zaragoza. Phone 976 56 77 77. City-centre store operated in partnership with Fútbol Emotion (Sports Emotion Hub SL). Member discount 10%.",+34 976 567 777
UD Las Palmas Tienda Oficial,club-retail,Las Palmas de Gran Canaria,1,https://tienda.udlaspalmas.es/,tienda@udlaspalmas.es,Club commercial / store manager,"UD Las Palmas official store at Estadio Gran Canaria Grada Curva; verified direct store email; Canarian anchor with strong local engagement; a key target if WC2026 promo expands to Islas Canarias",C/ Germán Dévora Ceballos s/n 35019 Las Palmas de Gran Canaria. Phone 928 39 67 90. Club main switchboard 928 24 13 42. Operated by Club Unión Deportiva Las Palmas SAD.,+34 928 396 790
RCD Mallorca Tienda Oficial (Son Moix),club-retail,Palma de Mallorca,1,https://tienda.rcdmallorca.es/,via tienda.rcdmallorca.es contact,Club commercial / store manager,"RCD Mallorca official store at Estadi Mallorca Son Moix; Baleares anchor; minority US ownership (Andy Kohlberg / Robert Sarver / Steve Nash) so partner-minded and English-speaking commercial team","Camí dels Reis s/n 07013 Palma de Mallorca Illes Balears. Phone 673 42 77 07. Club main 971 22 12 21. Operated by RCD Mallorca SAD.",+34 673 427 707
Getafe CF Tienda Oficial (Coliseum),club-retail,Getafe (Madrid),1,https://tienda.getafecf.com/,tienda@getafecf.com,Club commercial team,"Getafe CF official store at Coliseum Alfonso Pérez; verified direct store email; smaller club so faster to greenlight a WC2026 prediction-pool partnership",Av. Teresa de Calcuta 4 28903 Getafe Madrid. Phone 917 72 96 18. Operated by Getafe CF SAD. Closed Sundays.,+34 917 729 618
Rayo Vallecano Tienda Oficial,club-retail,Vallecas (Madrid),1,https://tiendarayovallecano.es/,info@tiendarayovallecano.es,Club commercial / store manager,"Rayo Vallecano official store at Avenida de la Albufera 112 next to Vallecas stadium and Portazgo metro; verified direct store email; cult barrio club with strong activist fan base ideal for a community-prize WC2026 promo",Av. de la Albufera 112 Madrid. Phone +34 902 947 762. Operated by Rayo Vallecano de Madrid SAD.,+34 902 947 762
Levante UD Tenda Granota,club-retail,Valencia,2 (Ciutat de València + Colón),https://tienda.levanteud.com/,info@levanteud.es,Club commercial / store manager,"Tenda Granota Levante UD official store at Estadi Ciutat de València plus Tenda Granota Colón city centre; Valencian counter-anchor to VCF; smaller fan base so easier to greenlight a partnership",San Vicente de Paúl 44 46019 Valencia. Phone 96 337 95 30. Fax 96 337 95 31. Operated by Levante UD SAD.,+34 963 379 530
Girona FC Botiga Oficial (Montilivi),club-retail,Girona,1 + online,https://botiga.gironafc.cat/,via /contacte form,Club commercial / store manager,"Girona FC official store at Estadi Montilivi; reigning Champions League side; City Football Group ownership so global parent unlocks larger commercial conversations; deep Catalan footprint",Avinguda de Montilivi 141 17003 Girona. Phone 972 41 13 10 / +34 972 20 29 77. Operated by Girona FC SAD (City Football Group majority owner).,+34 972 411 310
El Corte Inglés Deportes,department-store,national,~80 (department-store sports floors),https://www.elcorteingles.es/deportes/,clientes@elcorteingles.es,Customer service / sports buyer,"El Corte Inglés deportes department on P5 of every flagship store; carries Real Madrid CF + FC Barcelona + Atlético and Spain national team merchandise; 80+ stores nationwide; the only true department-store route into WC2026 retail volume in Spain","Customer line 900 37 39 00 (365 días). Sports floors at Castellana + Preciados-Callao + Princesa + Nuevo Centro Valencia + Murcia + Avenida Andalucía Málaga and others. Parent El Corte Inglés SA (privately held).",+34 900 373 900
